typicalGlazingRatio typicalWindowWidth groundGlazingRatio groundWindowWidth buildingDepth balconyWidth siteWidth siteLength floorDepth groundHeight typicalHeight levelNo skylightArea netTotalArea netGroundArea buildingHeight atriumVolume roofArea groundSDA firstSDA groundASE firstASE
0.9 4 0.9 2 15 5 41 78 0.9 4 3 7 528 36246 3198 25 13200 2670 80.4 NaN 16.6 NaN
0.7 4 0.8 3 15 6 69 45 0.5 5 3 1 585 4833 3105 8 4680 2520 100.0 86.9 38.2 7.4
0.9 2 0.7 4 16 2 75 42 0.7 6 3 10 430.0 56420 3150 36 15480 2720 NaN NaN NaN NaN
0.8 2 0.9 3 15 3 49 66 0.6 3 3 9 684 48762 3234 30 20520 2550 58.6 53.5 11.4 6.0
0.7 2 0.8 2 16 4 68 47 0.4 4 3 4 540.0 21520 3196 16 8640 2656 95.5 NaN 18.8 NaN
0.8 2 0.8 3 15 3 58 40 0.6 3 3 9 280 36864 2320 30 8400 2040 53.4 57.8 7.0 4.3
0.8 4 0.8 4 30 3 71 70 0.6 3 3 7 110 67676 4970 24 2640 4860 32.1 31.9 4.5 4.5
0.8 2 0.9 4 16 5 42 73 0.6 4 3 7 410.0 35784 3066 25 10250 2656 84.2 56.9 17.7 6.6
0.9 4 0.8 3 15 3 40 40 0.5 3 3 7 100 20608 1600 24 2400 1500 59.3 72.7 8.5 12.2
0.9 4 0.7 2 18 2 78 65 0.5 5 3 2 1218 17244 5070 11 13398 3852 100.0 66.6 21.3 11.2
0.8 4 0.9 2 21 2 57 66 0.8 5 3 7 360 48944 3762 26 9360 3402 90.6 34.2 17.7 5.5
0.8 4 0.7 4 17 3 55 76 0.4 6 3 8 882.0 56512 4180 30 26460 3298 100.0 NaN 26.3 NaN
0.7 4 0.7 4 29 3 74 77 1 5 3 2 304 21692 5698 11 3344 5394 63.2 NaN 12.9 NaN
0.9 3 0.9 4 17 5 54 77 0.8 5 3 2 860 13452 4158 11 9460 3298 100.0 52.7 34.8 9.6
0.8 4 0.7 3 15 6 41 68 0.8 4 3 7 418 30982 2788 25 10450 2370 75.2 53.5 15.0 8.9
0.8 3 0.8 2 15 4 55 42 0.3 5 3 4 300 15840 2310 17 5100 2010 100.0 65.4 21.6 10.3
0.7 3 0.8 3 22 4 59 57 0.8 6 3 8 195.0 49944 3363 30 5850 3168 99.1 34.0 19.0 4.6
0.8 2 0.8 4 16 3 73 43 0.4 6 3 5 451 27395 3139 21 9471 2688 100.0 53.0 26.4 3.8
0.7 2 0.7 4 17 6 56 56 0.9 4 3 7 484 35812 3136 25 12100 2652 66.9 39.1 13.3 0.3
0.8 4 0.8 2 22 4 55 68 0.5 5 3 6 264.0 41232 3740 23 6072 3476 88.4 44.8 15.6 6.4
0.9 2 0.8 3 20 2 58 55 0.5 4 3 2 270 11924 3190 10 2700 2920 83.9 56.2 16.8 10.3
0.9 3 0.8 2 17 4 80 49 0.8 3 3 1 690.0 6598 3920 6 4140 3230 55.1 57.6 15.4 8.0
0.9 2 0.8 2 15 3 40 79 0.8 4 3 9 490.0 48960 3160 31 15190 2670 77.4 NaN 11.7 NaN
0.9 2 0.8 2 22 5 55 64 0.8 6 3 2 220 12820 3520 12 2640 3300 100.0 39.4 18.8 6.5
0.8 2 0.7 2 18 4 52 58 0.8 5 3 7 352.0 37184 3016 26 9152 2664 92.4 44.9 10.3 4.9
0.9 4 0.9 2 20 1 58 55 0.6 3 3 2 270 12080 3190 9 2430 2920 52.8 55.6 12.1 12.7
0.9 3 0.7 4 15 5 40 73 0.8 6 3 9 430 43020 2920 33 14190 2490 100.0 62.7 23.7 11.4
0.7 4 0.8 2 15 6 73 61 0.5 3 3 1 1333 6541 4453 6 7998 3120 90.2 90.0 19.5 7.7
0.8 2 0.8 3 21 6 58 69 0.3 5 3 10 432 69120 4002 35 15120 3570 92.4 49.4 18.1 4.2
0.7 4 0.9 3 15 3 47 67 0.9 3 3 1 629 5309 3149 6 3774 2520 59.7 53.4 16.8 7.5
0.8 2 0.7 4 16 5 71 68 0.7 5 3 2 1404 14804 4828 11 15444 3424 NaN NaN NaN NaN
0.8 3 0.8 4 16 5 65 62 0.7 5 3 4 990.0 25360 4030 17 16830 3040 100.0 50.3 32.6 8.0
0.7 3 0.8 3 18 2 56 67 0.4 6 3 7 620.0 46648 3752 27 16740 3132 100.0 45.3 28.0 5.7
0.9 3 0.8 2 16 4 57 68 0.6 4 3 3 900 18900 3876 13 11700 2976 NaN NaN NaN NaN
0.7 4 0.8 2 20 4 77 67 0.9 6 3 7 999 61201 5159 27 26973 4160 100.0 31.3 17.8 5.7
0.9 3 0.8 4 19 5 49 56 0.9 5 3 2 198.0 9800 2744 11 2178 2546 99.8 43.5 24.6 9.0
0.9 3 0.8 4 16 4 42 71 0.8 6 3 2 390 10236 2982 12 4680 2592 100.0 53.2 31.9 9.8
0.7 4 0.8 3 24 3 78 75 0.9 6 3 5 810.0 52560 5850 21 17010 5040 99.1 24.2 20.7 4.2
0.7 3 0.8 3 15 2 61 49 0.9 6 3 4 589 20692 2989 18 10602 2400 100.0 37.8 33.2 6.9
0.7 2 0.9 3 20 1 76 63 1 6 3 4 828.0 34504 4788 18 14904 3960 NaN NaN NaN NaN
0.7 2 0.8 2 18 2 52 47 0.8 5 3 7 176 32116 2444 26 4576 2268 NaN NaN NaN NaN
0.8 4 0.8 2 15 5 74 44 0.4 5 3 5 616 26080 3256 20 12320 2640 100.0 67.4 22.0 8.9
0.9 4 0.8 3 24 1 79 59 0.8 3 3 2 341 17786 4661 9 3069 4320 36.3 41.7 8.4 10.5
0.7 4 0.8 2 15 4 52 58 1 3 3 3 616 14856 3016 12 7392 2400 49.8 37.3 12.6 7.4
0.8 4 0.7 4 25 3 68 64 0.5 3 3 8 252 65792 4352 27 6804 4100 37.4 39.2 4.6 5.1
0.8 2 0.7 2 17 3 53 69 0.4 6 3 10 665.0 62890 3657 36 23940 2992 100.0 51.8 15.7 5.1
0.9 3 0.8 3 15 4 63 42 0.9 3 3 3 396 13416 2646 12 4752 2250 51.0 49.0 14.0 9.2
0.8 2 0.8 4 15 3 48 69 0.5 6 3 1 702.0 5544 3312 9 6318 2610 100.0 95.4 46.7 8.5
0.8 3 0.8 3 17 3 57 65 0.9 4 3 3 713 19011 3705 13 9269 2992 83.7 38.8 23.0 6.2
0.7 3 0.9 3 16 1 77 42 0.9 4 3 5 450.0 29520 3234 19 8550 2784 79.5 33.8 11.8 4.4
0.8 3 0.8 2 22 2 65 59 0.4 4 3 6 315.0 43170 3835 22 6930 3520 69.1 42.1 10.8 6.3
0.7 2 0.9 3 23 1 66 69 0.5 3 3 3 460.0 25674 4554 12 5520 4094 48.5 NaN 11.0 NaN
0.9 3 0.7 2 15 2 43 72 0.7 5 3 8 546.0 43280 3096 29 15834 2550 98.4 48.9 16.7 8.6
0.9 3 0.9 3 20 2 58 60 0.3 5 3 9 360 57888 3480 32 11520 3120 98.6 NaN 20.1 NaN
0.9 4 0.9 3 15 6 67 62 0.3 4 3 3 1184.0 18456 4154 13 15392 2970 100.0 98.5 32.8 14.5
0.9 3 0.7 2 15 3 40 54 0.4 5 3 4 240 15360 2160 17 4080 1920 100.0 NaN 14.9 NaN
0.8 2 0.7 2 16 4 79 43 0.4 5 3 4 517.0 22996 3397 17 8789 2880 100.0 56.2 14.5 3.8
0.8 4 0.8 3 16 4 57 59 0.4 4 3 1 675 5571 3363 7 4725 2688 100.0 95.1 25.2 8.0
0.9 2 0.8 2 16 5 42 59 0.4 4 3 2 270 8432 2478 10 2700 2208 97.3 69.3 20.0 10.3
0.9 4 0.7 4 18 3 58 59 0.6 6 3 9 506.0 54288 3422 33 16698 2916 NaN NaN NaN NaN
0.7 3 0.9 4 15 3 48 42 0.5 3 3 7 216 25200 2016 24 5184 1800 65.4 59.3 9.1 7.1
0.9 3 0.7 3 15 6 55 64 0.4 4 3 5 850.0 26690 3520 19 16150 2670 98.8 71.0 18.5 10.5
0.9 3 0.9 4 32 6 80 79 0.8 4 3 8 240.0 95072 6320 28 6720 6080 NaN NaN NaN NaN
0.8 3 0.8 3 20 4 76 73 1 3 3 4 1188.0 37168 5548 15 17820 4360 NaN NaN NaN NaN
0.7 4 0.8 3 20 2 65 74 0.4 3 3 2 850.0 17036 4810 9 7650 3960 NaN NaN NaN NaN
0.9 2 0.8 4 21 2 54 64 0.9 6 3 1 264 6496 3456 9 2376 3192 100.0 45.0 27.8 7.3
0.9 4 0.9 4 19 3 72 50 0.6 4 3 6 408.0 38880 3600 22 8976 3192 75.7 NaN 15.5 NaN
0.9 2 0.8 3 19 5 69 64 0.5 3 3 2 806 14712 4416 9 7254 3610 56.1 54.1 13.1 7.9
0.8 2 0.9 3 19 1 53 61 0.4 6 3 3 345 18123 3233 15 5175 2888 100.0 55.8 31.7 8.1
0.9 4 0.8 2 16 2 43 45 0.7 6 3 5 143.0 18075 1935 21 3003 1792 100.0 52.8 20.7 8.5
0.7 2 0.8 3 17 3 49 57 0.9 6 3 8 345 39816 2793 30 10350 2448 100.0 35.7 23.9 4.2
0.9 2 0.8 2 22 4 78 74 0.3 5 3 2 1020 19896 5772 11 11220 4752 100.0 55.4 21.8 7.4
0.8 3 0.8 4 16 1 66 44 0.3 6 3 10 408 53040 2904 36 14688 2496 100.0 55.2 26.7 8.5
0.8 4 0.8 4 18 2 59 70 0.5 3 3 7 782 50638 4130 24 18768 3348 NaN NaN NaN NaN
0.9 3 0.9 2 20 6 69 51 0.3 5 3 7 319 42665 3519 26 8294 3200 97.5 61.1 16.5 10.3
0.8 3 0.8 3 17 6 76 57 1 6 3 9 966 60966 4332 33 31878 3366 100.0 36.8 23.1 5.7
0.7 2 0.9 2 18 4 55 78 0.8 4 3 1 798.0 7230 4290 7 5586 3492 99.5 NaN 21.0 NaN
0.7 4 0.8 3 15 2 40 78 0.5 3 3 5 480 27560 3120 18 8640 2640 59.6 50.3 11.3 7.1
0.9 4 0.9 3 28 1 79 79 0.4 4 3 5 529.0 59285 6241 19 10051 5712 60.9 39.5 12.1 7.1
0.8 2 0.8 2 15 4 51 40 0.6 6 3 10 210.0 35580 2040 36 7560 1830 100.0 57.9 19.5 4.9
0.7 2 0.8 2 16 2 43 64 0.7 3 3 7 352.0 34748 2752 24 8448 2400 46.9 43.8 5.4 0.7
0.8 4 0.8 3 17 2 45 66 0.6 4 3 5 352 27000 2970 19 6688 2618 83.0 45.9 14.9 6.5
0.8 2 0.7 2 15 5 79 40 0.9 3 3 6 490 30840 3160 21 10290 2670 42.1 48.3 1.1 3.6
0.7 2 0.7 4 16 3 47 49 0.7 5 3 7 255.0 28861 2303 26 6630 2048 98.7 45.4 18.4 4.4
0.9 2 0.9 4 15 1 40 46 0.7 4 3 6 160 20784 1840 22 3520 1680 93.8 56.2 19.6 9.9
0.8 3 0.8 2 21 3 56 75 0.4 4 3 3 462.0 22860 4200 13 6006 3738 76.6 NaN 15.5 NaN
0.8 4 0.8 2 15 2 42 57 0.7 3 3 9 324.0 38628 2394 30 9720 2070 52.2 49.4 5.9 7.6
0.9 2 0.8 3 15 5 66 42 0.7 4 3 5 432 22660 2772 19 8208 2340 86.1 62.9 16.3 10.8
0.8 3 0.7 4 18 3 73 70 0.5 6 3 8 1258 68000 5110 30 37740 3852 NaN NaN NaN NaN
0.8 3 0.7 2 20 2 67 77 0.9 5 3 7 999 63329 5159 26 25974 4160 83.6 31.7 11.6 5.0
0.9 3 0.8 4 17 3 76 69 0.4 6 3 4 1470 34080 5244 18 26460 3774 100.0 66.5 40.1 9.0
0.8 4 0.9 4 20 3 67 50 0.9 6 3 5 270.0 30860 3350 21 5670 3080 NaN NaN NaN NaN
0.7 4 0.8 3 22 5 67 76 0.8 4 3 6 736 52788 5092 22 16192 4356 NaN NaN NaN NaN
0.9 4 0.7 3 19 4 71 60 0.5 5 3 6 726 43740 4260 23 16698 3534 97.8 47.2 16.3 7.4
0.7 4 0.7 4 15 3 44 74 0.8 4 3 9 616 49608 3256 31 19096 2640 73.8 46.7 15.0 8.2
0.8 3 0.8 2 18 6 58 54 0.5 4 3 6 396 31464 3132 22 8712 2736 NaN NaN NaN NaN
0.8 2 0.9 4 16 4 73 46 0.4 4 3 6 574 33828 3358 22 12628 2784 92.0 59.2 19.8 4.3
0.9 3 0.8 4 25 2 70 72 0.8 4 3 9 440.0 85104 5040 31 13640 4600 52.2 31.8 9.8 5.9
0.8 2 0.7 2 16 6 46 53 0.9 3 3 8 294 32144 2438 27 7938 2144 37.6 51.3 4.0 6.0
0.8 2 0.8 3 15 3 46 67 0.7 6 3 2 592.0 10436 3082 12 7104 2490 100.0 61.7 41.1 6.3
0.8 4 0.7 2 19 1 80 78 0.4 6 3 3 1680.0 31896 6240 15 25200 4560 100.0 59.0 26.4 9.2
0.8 3 0.8 4 31 6 79 75 0.9 3 3 2 221 22250 5925 9 1989 5704 28.1 24.6 6.6 3.7
0.8 2 0.7 3 17 3 50 64 0.7 5 3 9 480.0 50472 3200 32 15360 2720 93.7 47.1 15.3 5.1
0.8 4 0.8 4 15 1 43 72 0.8 6 3 10 546.0 55320 3096 36 19656 2550 100.0 42.0 26.6 7.0
0.9 3 0.7 4 15 1 75 56 0.9 3 3 3 1170 21252 4200 12 14040 3030 52.7 55.6 18.8 13.8
0.8 4 0.7 2 17 1 57 53 0.7 5 3 7 437.0 38619 3021 26 11362 2584 96.9 44.2 13.2 6.3
0.9 3 0.8 3 17 3 59 71 0.9 5 3 1 925 7045 4189 8 7400 3264 100.0 54.4 29.4 7.9
0.7 2 0.8 3 18 3 48 47 0.3 6 3 1 132 4206 2256 9 1188 2124 100.0 72.8 33.8 7.2
0.8 3 0.9 2 15 1 46 54 0.6 4 3 2 384 9000 2484 10 3840 2100 100.0 71.2 25.0 11.7
0.8 2 0.7 4 19 3 73 58 0.4 3 3 8 700 59216 4234 27 18900 3534 49.0 NaN 8.0 NaN
0.7 3 0.8 3 16 4 44 66 0.6 4 3 10 408.0 49680 2904 34 13872 2496 77.8 51.7 13.5 7.4
0.8 4 0.8 4 16 4 69 55 0.9 4 3 3 851 18585 3795 13 11063 2944 91.3 43.3 19.6 7.2
0.8 3 0.7 2 17 6 63 77 0.9 5 3 4 1247 29788 4851 17 21199 3604 100.0 41.8 21.4 6.8
0.7 2 0.8 3 17 2 78 64 0.3 6 3 1 1320 8352 4992 9 11880 3672 100.0 90.0 46.2 10.9
0.9 3 0.9 2 17 6 56 45 0.5 4 3 1 242 4258 2520 7 1694 2278 100.0 75.4 21.8 10.0
0.7 3 0.9 4 16 1 44 73 0.4 4 3 4 492.0 23288 3212 16 7872 2720 NaN NaN NaN NaN
0.8 4 0.7 4 17 1 46 63 1 4 3 5 348 26810 2898 19 6612 2550 64.7 34.6 12.5 6.6
0.8 4 0.8 2 18 6 56 56 0.8 3 3 9 400.0 47232 3136 30 12000 2736 40.9 48.1 3.9 7.4
0.9 2 0.9 2 15 3 44 60 0.5 6 3 6 420 27360 2640 24 10080 2220 100.0 64.4 27.9 10.3
0.8 3 0.7 3 15 1 52 68 0.7 5 3 1 836.0 6112 3536 8 6688 2700 100.0 80.2 31.1 12.2
0.8 4 0.9 4 20 5 53 58 0.8 4 3 4 234 22016 3074 16 3744 2840 69.4 40.9 14.8 6.5
0.8 4 0.9 4 16 4 67 47 0.8 6 3 10 525.0 53090 3149 36 18900 2624 100.0 46.3 27.8 7.1
0.8 3 0.8 2 18 2 75 69 0.7 3 3 1 1287.0 8759 5175 6 7722 3888 57.3 61.7 15.1 10.6
0.8 4 0.8 3 17 2 52 50 0.8 3 3 6 288.0 28560 2600 21 6048 2312 49.0 41.6 8.5 6.4
0.8 4 0.8 4 21 6 69 76 0.8 6 3 7 918.0 60858 5244 27 24786 4326 99.7 37.4 23.8 5.9
0.9 2 0.7 2 22 5 68 72 0.5 4 3 2 672.0 17000 4896 10 6720 4224 71.5 43.2 12.9 6.9
0.8 2 0.9 4 18 4 74 48 0.5 4 3 2 456 12368 3552 10 4560 3096 93.4 52.9 21.9 3.7
0.8 4 0.8 4 22 2 73 79 0.8 5 3 9 1015 92223 5767 32 32480 4752 79.9 31.0 19.0 4.7
0.7 3 0.9 2 25 5 66 74 0.9 3 3 9 384 79956 4884 30 11520 4500 32.4 NaN 3.2 NaN
0.8 2 0.7 4 15 6 58 41 0.4 3 3 5 308.0 19180 2378 18 5544 2070 62.0 68.5 10.0 4.6
0.7 2 0.8 4 17 3 77 72 0.8 3 3 10 1634 89320 5544 33 53922 3910 44.4 35.7 9.9 0.2
0.7 4 0.8 2 15 3 41 66 0.9 3 3 3 396.0 14094 2706 12 4752 2310 49.6 NaN 9.4 NaN
0.8 2 0.7 4 21 2 79 54 0.4 3 3 3 444.0 23628 4266 12 5328 3822 48.0 48.7 10.4 4.0
0.8 2 0.9 3 22 2 56 59 0.5 4 3 4 180.0 25216 3304 16 2880 3124 NaN NaN NaN NaN
0.8 3 0.8 2 18 2 46 71 0.7 3 3 5 350.0 29930 3266 18 6300 2916 NaN NaN NaN NaN
0.8 2 0.8 3 15 3 47 72 0.6 3 3 8 714 45312 3384 27 19278 2670 55.5 54.1 10.8 6.2
0.7 2 0.9 4 15 6 43 66 0.9 4 3 5 468.0 22380 2838 19 8892 2370 89.6 44.5 19.6 0.4
0.7 4 0.8 2 15 5 75 61 0.5 3 3 8 1395.0 55160 4575 27 37665 3180 64.7 58.8 13.4 7.8
0.7 4 0.9 2 18 3 48 51 0.9 3 3 8 180 36144 2448 27 4860 2268 41.4 35.9 4.4 6.7
0.9 3 0.9 4 18 5 71 71 0.5 6 3 2 1225 16114 5041 12 14700 3816 100.0 58.2 43.2 8.4
0.8 2 0.8 4 16 2 48 54 0.9 4 3 7 352.0 32648 2592 25 8800 2240 76.8 42.4 13.4 5.0
0.8 4 0.9 3 15 6 78 66 0.6 4 3 8 1728.0 59328 5148 28 48384 3420 95.8 58.6 24.7 7.8
0.8 3 0.7 2 20 4 71 58 0.4 6 3 3 558 21666 4118 15 8370 3560 100.0 48.3 19.3 7.5
0.7 2 0.7 4 16 4 75 59 0.5 6 3 5 1161 35325 4425 21 24381 3264 100.0 53.3 32.3 4.1
0.9 4 0.7 3 15 3 47 48 0.7 6 3 6 306 23760 2256 24 7344 1950 100.0 59.5 23.1 10.3
0.9 3 0.7 2 19 4 65 55 0.7 3 3 3 459.0 18825 3575 12 5508 3116 47.6 44.6 9.5 7.8
0.7 4 0.8 2 24 4 62 67 1 5 3 6 266 46284 4154 23 6118 3888 NaN NaN NaN NaN
0.8 3 0.8 2 17 6 65 51 0.7 4 3 9 527 48447 3315 31 16337 2788 75.5 49.7 11.1 7.4
0.9 2 0.7 2 21 6 78 54 0.3 3 3 4 432 29088 4212 15 6480 3780 47.8 53.3 7.6 7.9
0.8 3 0.9 4 18 2 74 48 0.7 3 3 1 456 6432 3552 6 2736 3096 57.0 58.3 13.9 9.4
0.9 2 0.9 3 16 1 46 46 0.8 5 3 1 196 3976 2116 8 1568 1920 100.0 67.2 34.5 13.5
0.9 3 0.7 4 17 1 63 46 0.9 5 3 7 348.0 37534 2898 26 9048 2550 90.1 NaN 13.0 NaN
0.8 3 0.8 2 15 5 47 55 0.7 6 3 9 425.0 38025 2585 33 14025 2160 100.0 56.9 21.6 8.8
0.7 2 0.8 4 20 5 51 80 0.9 6 3 4 440.0 28440 4080 18 7920 3640 99.1 31.6 23.3 0.0
0.7 4 0.8 3 16 2 75 43 0.4 6 3 5 473.0 28725 3225 21 9933 2752 100.0 49.7 27.6 5.6
0.8 4 0.8 2 15 4 78 48 0.3 3 3 9 864.0 54288 3744 30 25920 2880 64.9 59.8 6.4 7.7
0.7 2 0.8 3 15 3 49 42 0.5 4 3 5 228 18330 2058 19 4332 1830 95.1 56.0 15.2 4.7
0.7 3 0.8 2 20 3 75 65 0.8 4 3 6 875 50874 4875 22 19250 4000 65.4 31.0 13.1 4.3
0.9 2 0.8 4 17 4 54 71 0.8 5 3 8 740 51264 3834 29 21460 3094 97.9 45.7 22.7 4.9
0.9 3 0.9 2 19 5 49 74 0.4 6 3 9 396.0 56574 3626 33 13068 3230 100.0 56.0 23.9 9.0
0.7 4 0.9 4 18 3 56 55 0.9 5 3 6 380 33060 3080 23 8740 2700 99.1 33.5 24.7 6.2
0.7 3 0.8 4 17 4 73 74 0.6 6 3 3 1560 25644 5402 15 23400 3842 100.0 44.9 39.1 5.5
0.9 2 0.8 4 15 3 66 41 0.7 3 3 8 396.0 37584 2706 27 10692 2310 56.3 NaN 6.8 NaN
0.7 4 0.8 3 19 4 60 49 0.4 6 3 1 242 5310 2940 9 2178 2698 100.0 60.0 34.7 6.0
0.7 2 0.7 3 15 4 40 68 0.4 6 3 4 380 18448 2720 18 6840 2340 100.0 56.7 27.5 6.5
0.8 2 0.8 2 24 5 68 68 0.8 5 3 7 400 58436 4624 26 10400 4224 74.8 32.7 11.0 3.4
0.9 2 0.8 4 26 6 69 75 0.6 4 3 5 391 46675 5175 19 7429 4784 54.9 39.2 10.5 5.9
0.9 3 0.8 3 16 1 68 71 0.9 4 3 5 1404 40490 4828 19 26676 3424 84.0 49.4 20.6 13.1
0.7 2 0.9 4 18 5 46 65 1 6 3 9 290.0 46800 2990 33 9570 2700 NaN NaN NaN NaN
0.8 2 0.8 4 17 5 57 64 0.4 4 3 9 690 53784 3648 31 21390 2958 87.0 61.6 17.2 5.8
0.8 2 0.7 4 17 3 47 64 0.9 5 3 5 390.0 26660 3008 20 7800 2618 94.3 41.2 17.6 5.3
0.9 4 0.7 2 15 5 51 60 0.6 5 3 7 630 34160 3060 26 16380 2430 100.0 NaN 15.9 NaN
0.8 4 0.9 2 15 6 60 77 0.5 4 3 7 1410 47334 4620 25 35250 3210 97.3 64.9 20.9 8.6
0.7 3 0.7 3 15 6 74 65 0.4 3 3 1 1540 6988 4810 6 9240 3270 91.2 96.6 21.8 6.6
0.7 3 0.8 3 15 2 69 49 0.6 5 3 6 741 34638 3381 23 17043 2640 100.0 47.2 28.2 5.2
0.7 2 0.7 4 29 2 75 78 0.8 3 3 5 340 55980 5850 18 6120 5510 26.8 24.3 5.3 0.1
0.8 2 0.8 4 26 4 64 63 0.9 5 3 5 132.0 38420 4032 20 2640 3900 72.1 30.1 16.7 3.4
0.9 4 0.8 4 15 3 45 78 0.5 5 3 9 720.0 52974 3510 32 23040 2790 100.0 58.5 26.5 8.8
0.7 4 0.9 3 18 1 52 61 0.9 5 3 8 400.0 46864 3172 29 11600 2772 NaN NaN NaN NaN
0.7 4 0.9 4 18 6 77 50 0.6 4 3 2 574.0 12644 3850 10 5740 3276 NaN NaN NaN NaN
0.7 3 0.8 3 16 6 56 71 0.3 5 3 8 936 48928 3976 29 27144 3040 100.0 65.0 24.1 8.2
0.8 2 0.8 3 15 1 72 74 0.4 6 3 2 1848 17264 5328 12 22176 3480 100.0 95.9 52.8 13.6
0.9 2 0.8 4 18 1 54 68 0.8 5 3 3 576.0 19992 3672 14 8064 3096 100.0 51.0 26.4 10.1
0.8 2 0.8 2 21 6 53 64 0.4 6 3 8 242.0 48016 3392 30 7260 3150 100.0 49.4 16.3 4.8
0.8 4 0.8 2 23 1 80 56 0.5 4 3 7 340 59696 4480 25 8500 4140 62.4 NaN 9.0 NaN
0.7 2 0.9 2 17 5 57 56 0.4 3 3 10 506 53280 3192 33 16698 2686 60.2 56.5 9.5 5.2
0.7 4 0.8 3 18 3 63 57 0.9 3 3 7 567 44037 3591 24 13608 3024 39.7 32.9 5.4 5.5
0.9 3 0.9 4 24 3 79 72 0.5 3 3 7 744.0 71862 5688 24 17856 4944 NaN NaN NaN NaN
0.9 4 0.9 2 17 4 74 54 0.7 6 3 7 800.0 46536 3996 27 21600 3196 100.0 47.4 21.5 8.2
0.8 2 0.9 2 17 2 69 45 0.9 4 3 8 385.0 45000 3105 28 10780 2720 72.4 35.4 11.3 3.3
0.7 3 0.9 3 15 4 53 68 0.7 3 3 10 874.0 57820 3604 33 28842 2730 57.0 46.6 13.0 6.6
0.8 3 0.9 3 17 4 58 65 0.5 5 3 10 744 62920 3770 35 26040 3026 100.0 51.0 23.7 7.6
0.8 3 0.7 3 18 1 49 70 0.8 4 3 3 442 18960 3430 13 5746 2988 NaN NaN NaN NaN
0.8 2 0.8 2 15 5 51 78 0.5 6 3 2 1008.0 12316 3978 12 12096 2970 100.0 NaN 39.9 NaN
0.9 4 0.7 3 17 6 47 78 0.4 3 3 4 572.0 23728 3666 15 8580 3094 57.9 61.7 11.4 9.2
0.9 3 0.8 2 25 3 62 73 0.6 5 3 6 276 51180 4526 23 6348 4250 77.7 37.8 11.2 6.4
0.9 4 0.8 2 19 4 62 71 1 6 3 6 792.0 44952 4402 24 19008 3610 100.0 33.8 21.0 6.3
0.7 3 0.9 2 16 2 61 61 0.7 5 3 5 841 31765 3721 20 16820 2880 100.0 42.5 26.4 7.0
0.8 2 0.8 3 15 4 48 62 0.3 5 3 10 576.0 49120 2976 35 20160 2400 100.0 63.9 23.9 5.9
0.7 4 0.8 3 17 2 46 56 0.9 3 3 5 264 23680 2576 18 4752 2312 46.0 34.5 8.3 6.3
0.9 4 0.8 3 18 4 70 52 0.4 4 3 4 544 25088 3640 16 8704 3096 NaN NaN NaN NaN
0.8 3 0.8 4 20 2 51 67 1 4 3 3 297.0 19107 3417 13 3861 3120 61.9 30.3 14.8 5.7
0.8 4 0.8 4 19 1 58 68 0.9 4 3 7 600.0 50288 3944 25 15000 3344 64.6 34.1 13.4 5.9
0.8 3 0.7 3 15 1 57 46 0.6 6 3 2 432 9444 2622 12 5184 2190 100.0 73.5 35.1 14.0
0.8 2 0.8 4 16 5 62 42 0.3 3 3 1 300.0 4408 2604 6 1800 2304 NaN NaN NaN NaN
0.8 4 0.8 3 19 6 69 71 0.4 5 3 2 1023.0 15726 4899 11 11253 3876 100.0 52.7 29.6 6.4
0.8 4 0.9 2 18 5 51 79 0.4 4 3 3 645 20199 4029 13 8385 3384 92.1 51.3 20.1 7.5
0.8 3 0.9 4 20 3 52 79 0.5 5 3 8 468 59248 4108 29 13572 3640 NaN NaN NaN NaN
0.8 2 0.9 2 17 2 52 76 1 3 3 4 756.0 27568 3952 15 11340 3196 44.5 31.0 10.6 7.7
0.7 2 0.8 4 16 5 76 46 0.7 3 3 1 616.0 5696 3496 6 3696 2880 62.7 56.0 18.3 3.5
0.8 4 0.8 4 16 6 57 78 0.4 5 3 1 1150 6746 4446 8 9200 3296 NaN NaN NaN NaN
0.9 2 0.8 3 16 5 61 45 0.8 6 3 9 377 41337 2745 33 12441 2368 100.0 51.5 21.8 7.7
0.9 4 0.7 4 25 3 63 66 0.3 3 3 1 208 7898 4158 6 1248 3950 45.8 NaN 9.6 NaN
0.8 3 0.8 4 15 4 53 40 0.8 5 3 2 230 7364 2120 11 2530 1890 100.0 50.3 31.0 7.4
0.9 3 0.8 3 15 2 47 57 0.7 5 3 8 459.0 37656 2679 29 13311 2220 100.0 50.5 22.7 9.0
0.7 2 0.7 2 20 2 72 80 0.8 4 3 1 1280 9936 5760 7 8960 4480 83.9 42.7 11.9 3.1
0.8 2 0.8 2 15 6 41 52 1 5 3 8 242 27856 2132 29 7018 1890 97.8 46.6 14.3 6.6
0.9 3 0.9 4 26 4 63 73 0.4 4 3 10 231 86470 4599 34 7854 4368 60.3 42.1 12.5 6.5
0.8 2 0.9 2 17 2 66 49 0.4 6 3 1 480.0 5784 3234 9 4320 2754 100.0 86.8 36.2 8.9
0.8 4 0.9 3 17 5 54 64 0.4 5 3 8 600 45696 3456 29 17400 2856 100.0 63.8 24.0 9.6
0.8 3 0.8 4 26 6 74 62 0.6 5 3 1 220 8428 4588 8 1760 4368 92.8 NaN 20.9 NaN
