typicalGlazingRatio typicalWindowWidth groundGlazingRatio groundWindowWidth buildingDepth balconyWidth siteWidth siteLength floorDepth groundHeight typicalHeight levelNo skylightArea netTotalArea netGroundArea buildingHeight atriumVolume roofArea groundSDA firstSDA groundASE firstASE
0.8 2 0.9 4 18 6 78 47 0.8 5 3 9 462 54810 3666 32 14784 3204 93.8 45.5 19.9 3.5
0.9 4 0.7 4 16 6 71 52 0.8 3 3 2 780 11504 3692 9 7020 2912 50.9 NaN 15.8 NaN
0.9 2 0.8 2 15 3 57 41 0.9 4 3 9 297.0 37017 2337 31 9207 2040 78.1 48.2 8.2 6.0
0.7 3 0.7 3 16 6 44 51 0.4 5 3 3 228.0 11232 2244 14 3192 2016 NaN NaN NaN NaN
0.8 4 0.8 2 17 2 73 47 0.8 5 3 4 507 24524 3431 17 8619 2924 96.9 40.1 20.1 5.7
0.7 3 0.8 3 16 5 71 51 0.4 6 3 9 741 52389 3621 33 24453 2880 100.0 53.5 27.2 5.8
0.7 3 0.8 4 20 1 54 55 0.5 5 3 3 210 17004 2970 14 2940 2760 NaN NaN NaN NaN
0.9 2 0.9 4 21 6 76 63 0.8 5 3 5 714 40290 4788 20 14280 4074 95.2 39.1 25.8 3.4
0.7 4 0.8 2 21 3 67 78 0.3 3 3 1 900 9150 5226 6 5400 4326 60.4 58.1 13.8 7.5
0.8 2 0.8 3 24 1 73 80 0.7 4 3 1 800 10762 5840 7 5600 5040 69.3 44.0 17.0 9.6
0.7 4 0.8 3 19 5 54 80 0.5 4 3 8 672 58304 4320 28 18816 3648 71.4 46.6 14.9 6.6
0.9 2 0.7 3 18 1 57 70 1 4 3 3 714.0 21456 3990 13 9282 3276 NaN NaN NaN NaN
0.9 3 0.9 2 17 1 57 58 0.9 5 3 1 552 5962 3306 8 4416 2754 100.0 58.3 30.9 12.3
0.8 2 0.8 4 17 5 61 51 0.8 5 3 8 459 41784 3111 29 13311 2652 98.2 46.6 22.3 4.6
0.7 4 0.8 2 15 1 75 41 1 6 3 5 495.0 27695 3075 21 10395 2580 100.0 34.3 22.0 5.1
0.8 4 0.8 2 19 1 76 59 0.3 6 3 9 798 72432 4484 33 26334 3686 100.0 NaN 15.9 NaN
0.7 4 0.7 4 29 2 68 72 0.8 4 3 2 140 19080 4896 10 1400 4756 48.8 27.3 8.8 5.5
0.8 4 0.8 3 15 5 41 70 0.3 6 3 6 440 28140 2870 24 10560 2430 100.0 74.4 31.3 9.5
0.8 2 0.9 4 17 4 74 45 0.8 6 3 10 440 57480 3330 36 15840 2890 100.0 41.7 26.1 3.2
0.9 2 0.8 2 17 4 76 62 0.6 4 3 8 1176 60992 4712 28 32928 3536 80.7 47.6 17.2 8.1
0.8 4 0.8 3 17 5 54 78 0.6 5 3 6 880.0 40824 4212 23 20240 3332 98.3 56.5 24.2 8.1
0.7 4 0.8 4 19 1 57 70 0.6 6 3 7 608 50862 3990 27 16416 3382 100.0 NaN 25.1 NaN
0.7 2 0.8 3 22 4 66 59 0.6 3 3 4 330 28392 3894 15 4950 3564 44.1 38.6 7.9 3.2
0.8 4 0.8 2 17 6 49 61 0.8 5 3 7 405.0 34475 2989 26 10530 2584 98.5 47.5 16.8 7.7
0.8 3 0.9 3 21 6 65 53 0.9 3 3 9 253.0 54765 3445 30 7590 3192 36.6 35.0 6.5 4.9
0.8 4 0.7 3 15 3 78 61 0.4 4 3 10 1488 75180 4758 34 50592 3270 91.0 56.0 16.4 8.0
0.8 3 0.7 2 16 1 65 52 0.3 6 3 10 660 59900 3380 36 23760 2720 100.0 56.7 15.0 7.9
0.9 3 0.9 3 15 2 77 46 0.9 6 3 5 752.0 30320 3542 21 15792 2790 100.0 42.3 36.3 8.3
0.7 4 0.9 2 16 4 42 68 0.6 5 3 10 360.0 49200 2856 35 12600 2496 98.6 53.8 18.8 8.3
0.8 3 0.8 3 23 3 79 75 0.8 6 3 3 957 31455 5925 15 14355 4968 100.0 31.2 25.1 4.3
0.7 4 0.7 2 15 3 41 68 0.8 4 3 6 418 28968 2788 22 9196 2370 76.9 46.6 9.6 8.4
0.8 4 0.8 2 15 6 51 43 0.6 5 3 1 273 3561 2193 8 2184 1920 100.0 80.4 28.7 8.4
0.8 4 0.7 3 15 4 41 43 1 4 3 5 143 15635 1763 19 2717 1620 74.7 43.1 9.6 7.8
0.8 2 0.9 2 15 4 44 55 0.3 5 3 4 350 16456 2420 17 5950 2070 100.0 65.1 23.7 5.8
0.7 3 0.9 4 16 4 44 46 0.3 5 3 7 168 25256 2024 26 4368 1856 NaN NaN NaN NaN
0.8 4 0.9 2 15 6 45 62 0.5 3 3 9 480.0 39528 2790 30 14400 2310 63.4 62.5 12.0 8.4
0.8 2 0.8 4 28 6 80 76 0.7 6 3 4 480.0 44032 6080 18 8640 5600 93.0 31.4 19.2 3.0
0.9 3 0.8 2 23 2 63 63 1 5 3 9 289 67473 3969 32 9248 3680 72.6 28.6 10.1 5.6
0.8 4 0.7 3 25 6 73 64 0.7 5 3 8 322 67472 4672 29 9338 4350 69.5 35.1 7.9 5.0
0.8 3 0.7 3 19 3 52 65 0.8 3 3 7 378 42700 3380 24 9072 3002 40.2 40.3 6.9 6.6
0.8 2 0.9 4 15 2 56 42 0.6 3 3 2 312 8448 2352 9 2808 2040 69.2 68.4 18.2 8.3
0.8 4 0.7 4 16 5 79 43 0.7 4 3 1 517.0 5597 3397 7 3619 2880 99.6 61.0 22.3 6.3
0.9 3 0.8 3 16 3 45 70 0.7 5 3 7 494.0 38248 3150 26 12844 2656 97.9 49.2 22.9 8.8
0.7 3 0.8 4 15 6 77 40 0.7 3 3 6 470 29172 3080 21 9870 2610 54.2 57.3 6.7 6.5
0.8 3 0.8 4 30 4 70 72 0.7 3 3 8 120.0 77760 5040 27 3240 4920 28.6 NaN 4.3 NaN
0.8 3 0.8 2 16 6 50 42 0.4 6 3 8 180.0 28320 2100 30 5400 1920 NaN NaN NaN NaN
0.8 2 0.9 3 29 4 73 74 0.7 6 3 3 240.0 30756 5402 15 3600 5162 96.7 29.3 21.3 3.1
0.8 2 0.8 2 19 1 59 48 0.8 4 3 3 210 16164 2832 13 2730 2622 74.1 43.8 14.0 4.9
0.8 4 0.8 3 19 4 48 59 0.6 6 3 9 210 46278 2832 33 6930 2622 99.9 46.7 22.6 6.6
0.8 4 0.8 4 21 2 54 70 0.4 3 3 8 336 56384 3780 27 9072 3444 47.2 42.5 7.4 6.2
0.8 2 0.7 3 17 2 80 73 0.5 5 3 6 1794 57180 5840 23 41262 4046 100.0 55.8 23.1 6.5
0.7 2 0.9 2 20 1 76 58 0.6 4 3 2 648.0 16112 4408 10 6480 3760 88.2 50.1 16.9 12.1
0.8 3 0.8 2 24 1 79 58 0.7 6 3 2 310 17536 4582 12 3720 4272 100.0 40.7 17.6 9.3
0.9 2 0.8 2 21 1 75 74 0.7 5 3 3 1056.0 29730 5550 14 14784 4494 100.0 NaN 20.6 NaN
0.7 3 0.7 4 15 2 58 41 0.5 5 3 6 308.0 25656 2378 23 7084 2070 100.0 50.3 18.6 5.5
0.9 2 0.8 2 17 3 48 78 0.8 6 3 8 616 51904 3744 30 18480 3128 100.0 44.7 21.4 5.2
0.7 4 0.7 4 23 2 73 56 0.7 6 3 4 270 30968 4088 18 4860 3818 95.1 31.9 17.8 4.7
0.7 3 0.8 3 24 2 61 72 1 4 3 9 312.0 74772 4392 31 9672 4080 NaN NaN NaN NaN
0.8 3 0.8 4 21 4 52 72 0.5 4 3 7 300 47628 3744 25 7500 3444 66.9 42.7 13.4 6.6
