typicalFacadeGlazingRatio typicalFacadeWindowWidth groundFacadeGlazingRatio groundFacadeWindowWidth buildingDepth balconyWidth atriumArea aspectRatio groundFloorHeight typicalfloorHeight numberLevels groundSDA firstSDA groundASE firstASE
0.7 3 0.8 3 27 2 3300 1.4 3.6 2.6 3 57.5 31.2 17.7 10.2
0.8 2 0.8 3 38 4 1000 1.1 3.4 2.6 3 37.0 23.0 11.9 8.2
0.7 4 0.8 3 37 5 1600 0.9 3 2.9 1 30.5 34.8 8.6 13.6
0.7 3 0.7 4 35 5 3700 0.7 5.9 2.9 2 95.5 25.3 18.9 5.5
0.7 3 0.8 4 38 4 1900 1.1 3.8 2.7 8 41.0 21.3 12.1 6.1
0.9 3 0.8 4 32 2 3600 1.3 3.3 2.8 2 43.9 35.7 14.3 11.6
0.9 3 0.7 4 19 4 1100 0.5 5.1 2.9 4 100.0 38.8 24.8 15.1
0.7 3 0.7 4 32 4 2300 1.2 3.3 2.8 8 36.6 24.5 9.4 7.2
0.7 2 0.9 3 16 2 2700 0.7 3.5 2.7 2 100.0 63.9 29.9 14.1
0.7 3 0.9 4 27 6 3600 0.7 3.6 2.9 10 51.8 27.7 16.1 8.8
0.7 3 0.7 4 15 1 1800 1.1 5.6 2.7 7 100.0 61.3 46.7 18.1
0.8 4 0.7 4 33 6 1000 1 4 3 4 46.6 27.3 14.0 8.6
0.7 3 0.9 2 20 6 2300 1.5 4 2.6 7 98.8 29.3 20.8 9.6
0.8 3 0.8 3 29 5 2800 0.8 5.5 3 5 96.4 26.9 20.4 10.2
0.7 4 0.9 2 22 4 3100 0.7 4.8 3 4 100.0 39.8 21.8 10.3
0.8 4 0.8 2 37 2 1500 0.9 5.5 2.7 9 67.4 24.4 18.0 8.6
0.8 3 0.8 4 22 2 1400 1 4 3 2 97.4 53.1 27.5 16.6
0.7 2 0.8 2 16 6 1800 0.6 3.7 2.6 7 100.0 36.7 20.5 10.4
0.8 2 0.7 2 36 6 1000 1.1 5.6 2.5 8 68.5 21.1 18.1 8.4
0.8 3 0.8 4 18 3 2000 0.7 5.6 2.8 10 100.0 40.0 29.3 16.2
0.8 2 0.8 2 16 2 1500 0.9 4.2 2.8 3 100.0 66.9 37.6 21.4
0.9 3 0.7 3 34 6 1700 1.2 4.6 2.7 2 58.2 23.8 15.4 8.9
0.8 2 0.7 2 15 6 3200 0.7 5.6 2.9 3 100.0 46.0 34.7 18.5
0.8 2 0.9 4 35 2 3600 1.2 4.2 2.8 1 63.2 35.7 19.4 14.7
0.8 2 0.8 2 39 6 3000 1.3 5.3 2.7 5 60.3 20.8 16.3 7.7
0.7 4 0.9 4 24 3 1800 1.2 5.9 2.6 6 100.0 26.0 29.7 9.4
0.7 3 0.8 4 34 1 3100 1 5.9 2.8 2 100.0 34.2 26.4 11.8
0.9 2 0.8 2 26 5 2400 1.4 3.4 2.8 10 51.7 29.2 14.5 10.3
0.8 4 0.7 2 22 2 1200 1 5.5 2.6 3 100.0 45.7 33.8 14.1
0.8 3 0.9 4 37 3 3100 0.6 4.5 3 4 56.6 28.9 14.3 8.1
0.8 2 0.7 2 32 2 3900 0.9 4 2.6 5 53.1 29.6 15.6 11.1
0.8 3 0.7 2 37 5 3000 1 4.6 2.8 8 49.5 21.4 13.3 7.4
0.8 4 0.8 4 38 2 2500 1.4 3.5 2.9 6 36.1 26.3 12.3 8.9
0.9 3 0.9 2 16 6 2900 1.5 6 2.5 7 100.0 43.0 36.8 15.2
0.7 4 0.8 3 30 1 2000 1.2 3.3 2.8 1 48.7 39.8 17.2 13.5
0.8 2 0.9 2 28 5 2600 1.3 3.5 2.9 5 51.9 27.2 13.5 9.8
0.7 4 0.8 3 29 6 2300 1.5 3.8 2.5 3 53.0 20.5 14.0 7.7
0.8 3 0.8 3 28 3 3900 0.7 4.8 2.9 4 89.1 35.8 22.9 12.8
0.8 4 0.8 3 17 3 3700 0.8 3.6 2.5 3 100.0 48.6 25.2 12.7
0.7 3 0.9 4 37 6 3100 0.5 4.9 3 3 59.7 21.5 14.4 7.1
0.9 4 0.8 3 17 5 3000 1 3.5 2.6 2 99.3 43.4 19.9 15.1
0.9 4 0.9 4 23 6 1800 1.4 4 2.9 6 85.5 34.3 19.4 11.6
0.8 4 0.8 3 38 5 2400 1.4 5.9 2.6 3 80.2 21.1 18.9 6.6
0.7 4 0.9 2 28 3 3800 0.6 5.3 2.7 5 99.1 30.6 22.0 7.7
0.8 3 0.8 3 21 1 2600 1.4 4.2 2.7 3 100.0 51.0 30.8 17.6
0.8 3 0.7 3 27 6 3000 1.1 3.3 2.8 7 41.4 28.3 13.6 9.8
0.8 3 0.8 3 29 1 3700 1.3 4.6 2.6 3 91.7 39.3 24.1 11.8
0.8 3 0.8 4 34 5 1700 0.6 5.5 2.9 1 92.5 35.8 20.1 14.2
0.7 3 0.8 3 23 5 1900 0.6 3.4 2.7 5 58.9 31.1 15.9 9.0
0.9 4 0.9 3 18 6 2800 1.1 3.5 2.6 9 92.4 38.9 19.8 14.4
0.7 3 0.8 3 22 3 1900 1.1 5.3 2.6 2 100.0 39.4 28.7 11.2
0.9 3 0.8 2 36 3 3000 1.4 4.8 2.7 10 56.6 22.3 13.5 8.1
0.8 4 0.8 3 31 2 1700 0.7 5.4 2.7 10 85.2 27.7 19.7 8.7
0.8 4 0.9 3 21 1 2300 1.1 5.5 2.8 9 100.0 45.9 30.8 14.0
0.8 2 0.7 3 35 6 2200 0.7 4.4 2.6 10 49.4 22.6 13.9 8.7
0.9 4 0.7 2 25 1 1000 1.4 5 3 3 98.2 49.5 26.8 16.4
0.7 4 0.7 2 20 2 2900 0.7 3.5 2.5 3 79.8 41.8 22.4 14.3
0.8 3 0.8 3 32 1 2400 1.2 3.8 2.7 8 49.0 31.2 17.0 10.6
0.8 2 0.7 3 25 1 1300 0.9 5.7 2.8 2 100.0 44.9 33.4 17.5
0.8 3 0.8 3 16 1 2800 0.9 3.3 2.9 4 99.6 79.1 31.1 25.6
0.8 4 0.8 2 36 5 2500 0.8 5.1 3 1 74.3 34.3 17.0 13.8
0.7 4 0.8 3 18 6 2200 1.5 4.7 2.6 7 100.0 32.4 23.6 11.4
0.8 2 0.8 4 38 6 2200 1.1 3.9 2.8 5 42.2 21.8 12.1 8.1
0.8 4 0.8 4 31 1 1100 1.4 4.2 2.8 5 57.5 34.3 19.2 11.2
0.8 4 0.7 3 32 2 1700 0.5 4.8 2.7 1 75.2 36.6 23.2 17.1
0.7 4 0.7 3 31 4 1000 1.4 3.3 2.9 3 40.4 27.8 14.1 8.3
0.7 3 0.8 3 33 1 3100 1 3.9 2.8 9 49.8 29.9 15.7 8.9
0.8 2 0.9 4 29 4 1500 1 4.7 2.9 8 80.1 28.1 17.4 10.5
0.7 2 0.8 2 39 6 3100 0.9 4.9 2.9 7 53.7 21.0 13.4 6.3
0.7 3 0.8 3 19 6 3200 0.9 3.2 2.9 4 61.9 38.5 16.1 12.0
0.9 4 0.8 2 37 4 1900 1.4 4.6 2.9 3 56.6 26.5 15.5 8.0
0.9 3 0.8 4 37 6 2500 0.8 4.3 2.8 7 47.2 22.2 13.9 8.5
0.8 3 0.7 3 15 3 1800 1.3 4.7 2.6 3 100.0 58.6 33.8 15.1
0.8 2 0.9 2 18 2 3500 1.2 4.6 2.6 10 100.0 43.2 27.5 13.8
0.8 3 0.8 3 16 5 2100 1.4 4.6 2.6 8 100.0 41.5 25.5 13.9
0.8 2 0.9 3 32 4 3000 1.2 3.8 2.9 10 50.6 24.4 14.8 8.9
0.9 3 0.8 2 33 6 3700 1.4 4.9 3 2 71.2 26.7 15.5 8.4
0.8 3 0.8 4 30 1 3800 0.8 5.9 2.9 1 100.0 41.2 29.0 16.2
0.7 3 0.7 2 38 1 3900 1.4 4.2 2.7 3 49.2 30.3 15.7 7.7
0.7 3 0.8 4 35 3 3300 0.9 4.6 2.5 1 68.8 28.1 18.6 11.5
0.8 4 0.7 4 21 2 1100 1 4.3 2.9 10 93.1 37.5 20.8 13.5
0.8 4 0.8 4 29 5 3200 0.6 4.4 2.5 3 69.1 22.3 17.1 8.5
0.8 2 0.9 3 27 3 2000 0.7 5.6 2.7 8 100.0 28.5 22.5 11.3
0.9 4 0.8 4 25 6 3300 1 4 2.8 2 74.1 30.6 16.9 11.6
0.8 2 0.8 2 31 6 2000 1.4 3.5 2.7 2 43.8 25.9 13.3 9.4
0.8 3 0.8 3 34 5 1400 0.9 3.2 2.7 9 36.3 24.4 10.5 8.7
0.7 2 0.8 4 27 4 3900 1.2 4 2.7 5 62.7 27.2 16.9 7.2
0.9 2 0.8 2 20 3 3200 1.5 4.7 2.7 7 100.0 36.9 25.7 12.7
0.9 4 0.8 2 35 3 3700 0.9 3.1 2.6 3 34.8 27.1 10.6 9.0
0.9 2 0.8 3 23 1 2100 0.5 5.7 2.6 7 100.0 40.5 30.7 14.3
0.7 4 0.8 4 20 3 2600 1.1 3.5 2.6 5 74.0 38.5 20.9 10.7
0.7 4 0.8 2 21 2 1300 0.6 4.8 2.5 6 100.0 29.0 24.7 10.9
0.9 3 0.7 2 39 6 2700 1.4 5.4 2.9 10 55.9 21.7 14.3 7.6
0.8 3 0.7 3 20 4 1100 0.6 4.4 2.5 9 99.8 31.4 20.4 11.0
0.7 2 0.7 3 30 2 3700 0.7 5.3 2.9 9 79.4 27.7 20.6 7.8
0.9 4 0.8 3 26 1 2300 0.7 4.2 2.9 3 80.4 46.4 27.1 17.4
0.7 3 0.9 3 32 2 2600 1.5 5.2 2.6 9 82.2 21.4 20.3 6.7
0.8 4 0.7 2 39 6 2200 1.1 3.4 2.6 8 30.9 21.2 10.8 6.9
0.8 3 0.8 2 18 5 2100 0.9 4.7 2.9 4 100.0 40.7 25.8 14.7
0.8 3 0.8 2 24 1 1800 1.1 4.1 2.5 9 73.9 36.7 22.0 13.1
0.9 3 0.8 4 16 5 1200 1.3 5.7 2.7 1 100.0 88.9 39.2 25.6
0.7 4 0.8 2 16 6 1400 0.8 6 2.6 2 100.0 37.5 32.5 13.0
0.8 4 0.8 4 25 6 1200 0.8 5.4 2.9 9 100.0 31.4 22.8 11.5
0.9 2 0.7 3 39 1 3000 0.6 5 2.8 6 53.6 25.9 17.8 10.5
0.9 4 0.7 4 33 1 1200 0.6 4.3 2.6 5 53.4 30.8 17.6 11.1
0.8 2 0.7 3 25 6 1100 1 4.8 2.5 6 90.2 26.1 19.1 9.9
0.9 3 0.8 2 26 4 2100 0.6 5.4 2.9 4 99.9 30.4 22.2 11.7
0.7 3 0.8 3 24 3 3000 0.9 3.4 2.8 9 51.0 30.6 15.6 7.8
0.7 4 0.9 4 33 2 3600 0.9 4 2.8 10 50.9 28.0 16.5 7.9
0.8 3 0.9 2 26 2 3000 1 4.3 2.8 8 78.6 36.0 22.0 12.0
0.8 2 0.9 3 34 4 1400 1.2 3.6 2.5 5 44.0 21.6 13.1 8.4
0.9 2 0.9 4 15 4 2200 1.1 3.2 2.5 4 98.6 45.0 22.0 17.3
0.8 3 0.8 3 32 4 3500 1.2 3.8 2.7 7 48.2 23.8 13.9 8.1
0.8 2 0.7 2 23 6 1100 1.2 5.3 2.8 8 100.0 33.8 22.9 12.5
0.9 4 0.7 3 31 1 3300 1.3 3.7 2.6 4 49.8 32.8 16.1 12.2
0.8 3 0.8 2 30 3 1600 1.2 4.7 2.6 5 70.5 27.0 18.3 10.2
0.7 3 0.7 3 28 3 3600 1.2 4.1 2.7 3 62.2 33.3 17.0 7.1
0.9 4 0.7 2 18 1 2400 1.1 3.7 2.9 9 90.3 55.3 23.9 18.2
0.9 3 0.8 2 37 5 3500 1.4 4.4 2.6 8 49.2 20.7 12.6 7.4
0.7 2 0.8 2 29 2 1100 1.1 5.7 2.7 4 99.9 33.2 25.4 9.3
0.9 3 0.7 3 36 3 1500 1.1 3.2 2.9 7 29.4 24.6 7.9 8.8
0.8 2 0.8 2 24 4 3500 1 3.9 2.7 2 81.8 37.7 19.5 11.4
0.9 3 0.7 4 29 2 2800 0.6 3.4 2.7 6 44.0 32.8 14.0 11.3
0.7 2 0.9 4 36 6 3400 0.9 4 2.6 2 49.0 18.2 14.0 5.7
0.7 4 0.8 3 25 2 2200 1.2 5.1 2.9 6 99.6 38.6 26.3 11.4
0.8 4 0.7 3 18 6 3500 0.9 4.6 2.8 7 100.0 38.7 23.9 13.9
0.7 3 0.8 2 28 4 2300 0.8 3.8 3 8 51.9 28.3 15.1 9.0
0.8 2 0.7 4 23 6 1400 0.9 4.3 2.5 1 95.1 48.7 18.7 20.3
0.8 3 0.9 4 28 3 3000 1.4 3.8 2.8 3 63.3 35.0 19.3 9.5
0.8 3 0.8 4 35 2 3000 1.4 4.2 2.6 4 54.8 27.6 18.1 10.2
0.8 3 0.7 2 15 5 2400 1.4 4 2.8 10 100.0 45.0 23.0 15.3
0.8 3 0.8 4 36 1 3200 0.5 3.9 2.8 4 45.4 27.6 16.8 11.2
0.8 4 0.8 2 15 2 3100 0.5 4.6 2.6 6 100.0 48.0 32.7 15.3
0.7 2 0.8 4 27 6 2700 0.5 3.1 2.8 7 38.4 27.4 11.5 8.2
0.9 4 0.8 3 25 5 1100 1.5 3.9 2.7 2 67.7 30.7 19.7 10.8
0.8 3 0.9 2 29 2 2500 0.7 5.3 2.6 9 96.0 27.6 21.8 10.4
0.8 4 0.8 4 26 1 3300 0.6 4.8 3 7 90.7 38.8 25.3 16.3
0.8 3 0.9 2 19 5 2100 0.7 3.8 2.7 3 98.6 38.5 25.0 15.8
0.8 2 0.9 2 22 2 1200 0.8 5.3 2.5 4 100.0 40.0 30.3 10.9
0.8 3 0.8 3 29 2 1800 0.7 5 2.8 3 92.4 34.7 23.5 12.6
0.7 4 0.7 2 20 2 1200 0.9 5.7 2.7 3 100.0 46.5 36.5 15.0
0.8 2 0.8 4 21 1 1900 1 3.3 2.7 10 56.4 44.8 17.9 15.1
0.9 2 0.7 2 28 3 1800 1.3 4 2.9 1 66.8 48.3 17.9 17.9
0.7 4 0.8 4 20 4 3300 1.3 5.4 2.8 6 100.0 34.1 30.5 10.5
0.8 2 0.8 2 20 2 1900 0.6 3.4 2.8 9 68.2 38.3 17.8 14.5
0.7 4 0.9 2 40 4 1000 1.3 4.2 2.8 7 46.2 21.9 13.5 7.0
0.8 3 0.9 3 31 6 2200 1 5.6 2.6 5 97.5 25.7 19.3 9.8
0.8 3 0.8 2 24 6 1200 0.8 5.1 2.8 10 100.0 33.0 22.5 13.1
0.8 4 0.8 3 30 6 2000 0.6 5.6 2.7 7 95.6 26.1 19.5 9.5
0.7 2 0.8 3 23 5 1500 1.4 4.1 2.9 8 81.3 32.6 19.2 9.7
0.7 3 0.8 2 33 6 3400 0.8 3.7 2.7 4 43.7 23.4 12.0 6.1
0.8 4 0.8 2 25 4 1500 0.9 3.7 2.9 10 58.8 31.8 15.8 11.5
0.9 3 0.8 3 32 1 2900 0.6 4 2.9 1 63.4 41.4 23.3 18.2
0.8 3 0.8 3 23 2 3200 1.3 5.2 2.6 9 100.0 39.0 27.1 12.7
0.9 3 0.9 3 27 6 1400 1.2 4.6 3 1 97.2 50.7 18.8 18.4
0.8 3 0.9 2 20 1 2400 0.7 5.7 2.9 9 100.0 46.7 34.5 15.8
0.8 2 0.8 3 24 6 1200 0.8 3.8 2.9 10 65.9 33.5 21.1 13.1
0.8 3 0.8 4 36 2 1400 1.1 3.4 2.9 6 35.8 27.8 13.0 9.7
0.7 2 0.9 4 36 1 3300 1.3 4.7 2.5 3 70.1 24.0 19.1 8.3
0.8 3 0.8 4 32 6 3800 1.1 5.2 3 3 87.0 25.0 19.0 8.8
0.9 4 0.9 2 35 1 2600 1.2 5.5 2.6 10 78.3 27.9 20.7 10.1
0.8 2 0.8 4 22 3 3000 1.1 5.2 2.7 7 100.0 36.8 28.8 13.3
0.8 4 0.8 2 22 2 3600 1 3.5 2.5 5 70.8 40.5 21.7 11.7
0.8 3 0.9 4 24 6 2800 1 4.4 2.9 9 92.1 31.4 19.3 11.3
0.8 3 0.8 2 40 1 3000 0.6 5.5 2.8 5 67.1 28.7 18.4 11.6
0.8 2 0.7 2 35 1 2000 0.8 4.7 3 6 56.5 31.2 18.6 11.6
0.8 2 0.7 4 39 2 3400 1.3 4.1 2.6 4 43.5 25.4 14.4 8.8
0.8 3 0.9 4 32 6 1600 1.1 5.4 2.9 5 89.4 25.8 19.0 9.6
0.7 3 0.8 2 31 5 1700 0.5 4 2.9 3 50.8 25.6 13.0 6.4
0.9 4 0.8 3 20 3 1500 1.2 3.4 2.9 4 71.1 47.5 20.8 14.4
0.9 4 0.7 2 30 1 2000 1.3 4.7 2.7 5 70.0 33.5 21.5 12.5
0.8 4 0.9 4 36 4 3400 1.1 3.8 2.7 1 48.9 32.8 15.0 11.5
0.8 3 0.7 4 23 1 1100 1.1 5.7 3 5 100.0 47.4 31.5 15.6
0.8 2 0.9 2 30 1 2800 0.6 5.7 2.9 8 99.7 33.2 23.6 11.4
0.9 3 0.9 4 33 3 2100 1.3 3.4 2.8 3 45.9 30.3 14.0 9.2
0.9 3 0.8 3 29 4 3800 1.1 5 2.7 6 85.8 25.8 19.7 9.7
0.8 4 0.9 2 18 1 1500 0.7 4.8 2.6 8 100.0 47.0 30.6 15.0
0.7 3 0.8 3 21 4 1800 1.1 4.5 2.5 8 99.5 28.4 22.1 9.9
0.8 2 0.9 3 25 4 3700 1 3.4 2.8 9 57.4 28.0 14.2 10.6
0.9 2 0.8 3 16 6 3600 0.9 4.1 2.8 8 100.0 44.6 27.0 17.2
0.8 2 0.7 4 38 6 3300 0.8 3.7 2.7 7 37.6 20.9 10.3 8.0
0.8 2 0.8 4 26 6 2200 0.7 5.2 2.7 3 99.3 28.5 21.5 11.3
0.8 2 0.8 4 39 2 3900 0.7 4 2.9 7 41.4 25.6 13.5 8.8
0.9 3 0.8 2 27 4 1500 1.5 3.9 2.5 5 59.6 28.8 16.4 10.5
0.8 2 0.9 4 25 3 1500 0.8 5 3 5 99.9 36.7 20.7 12.2
0.9 4 0.8 3 20 1 3800 0.5 5.9 2.6 4 100.0 54.9 44.0 20.1
0.8 4 0.8 4 23 1 3000 0.5 4 2.5 5 78.3 36.2 25.7 14.3
0.7 2 0.9 4 33 3 1000 0.9 3.4 2.5 10 42.8 20.3 13.1 6.6
0.7 2 0.8 2 30 3 2200 0.7 3.7 2.7 7 48.0 25.5 13.3 6.8
0.8 4 0.8 2 35 2 2600 1.1 5.2 2.7 1 92.2 34.3 21.8 13.1
0.9 4 0.9 2 33 5 1100 1 3.7 2.7 4 46.2 25.8 15.9 9.7
0.9 2 0.8 2 35 4 2000 0.7 4.8 2.6 6 60.3 23.1 15.2 9.3
0.8 4 0.9 4 17 5 3800 1.3 4.5 2.8 3 100.0 44.0 26.7 13.0
0.9 4 0.8 2 25 2 2400 1.3 4.9 2.8 6 98.4 38.4 23.6 13.5
0.7 2 0.9 2 33 5 3600 1.2 4 2.7 4 53.0 23.2 14.5 6.2
0.7 4 0.7 2 38 4 2600 1.2 3.7 2.7 9 37.5 21.0 10.8 6.3
0.8 3 0.9 4 37 6 2100 0.7 5.2 3 7 66.5 23.3 16.7 9.0
0.7 2 0.7 4 29 5 2500 0.9 5.6 2.6 2 99.9 22.8 23.0 6.8
0.8 4 0.8 2 34 6 2600 1.4 3.1 2.9 8 33.9 23.2 8.4 8.0
0.9 3 0.7 3 34 2 1100 0.7 3.7 2.6 7 41.4 25.2 12.6 10.0
0.9 3 0.8 2 24 6 1400 1.5 3.3 2.6 3 49.8 32.1 16.4 11.7
0.7 3 0.9 3 27 2 2400 1.2 4.2 2.8 6 72.1 35.7 20.5 10.7
0.7 3 0.7 2 34 5 1400 0.6 6 2.5 10 83.2 18.6 17.8 6.0
0.8 4 0.7 4 24 3 1300 0.5 3.5 2.6 9 50.1 31.3 14.9 10.9
0.8 2 0.7 2 38 3 3600 1.1 4.5 2.9 7 46.9 25.3 14.6 8.5
0.8 2 0.8 3 29 3 2700 1.5 4.1 2.7 9 58.2 25.8 15.3 9.1
0.9 2 0.8 2 36 2 2900 1.4 3.5 2.6 7 36.5 26.2 13.1 9.6
0.9 2 0.9 4 21 6 3500 1.4 5.7 2.8 10 100.0 34.5 25.2 12.1
0.9 3 0.8 4 36 5 1700 1.3 4.8 2.7 7 58.3 23.2 14.4 8.5
0.8 4 0.8 4 17 6 1700 0.8 4.3 2.8 1 100.0 85.7 25.5 29.3
0.8 3 0.8 3 39 6 3100 1.1 6 2.6 10 71.5 20.7 15.9 7.0
0.8 3 0.8 3 39 6 2400 1.3 4.1 2.8 1 45.4 30.7 12.7 11.7
0.7 2 0.8 3 17 2 2800 0.6 4.5 2.6 2 100.0 59.6 41.4 16.1
0.7 3 0.9 3 27 5 1200 0.7 3.9 2.7 1 66.8 43.4 19.3 13.4
0.8 2 0.9 4 21 2 1500 0.7 5.3 2.9 5 100.0 45.2 30.7 14.8
0.8 2 0.8 2 15 6 1800 1.4 4.2 2.7 7 100.0 45.3 27.8 16.6
0.9 3 0.7 2 30 1 3100 1 3.2 2.5 4 41.2 32.5 12.4 12.6
0.9 3 0.9 4 37 3 2700 0.7 3.2 3 7 35.4 26.9 10.8 8.6
0.8 2 0.8 2 29 3 3100 1.1 4.3 2.6 1 82.3 39.7 20.5 18.2
0.8 4 0.7 3 29 5 2900 1.1 3.1 2.7 3 38.6 26.6 8.2 9.1
0.8 2 0.7 2 28 3 3000 0.9 5.2 2.8 2 100.0 38.9 22.2 12.8
0.7 2 0.8 3 21 4 2700 1 3.4 2.6 3 70.0 31.5 17.5 8.9
0.8 2 0.8 2 29 5 1500 1.1 4 3 6 57.1 28.5 16.4 10.4
0.9 2 0.7 2 20 3 3300 1.4 4.3 2.5 8 98.1 33.9 22.4 12.2
0.8 2 0.9 3 19 3 3800 0.9 5.2 3 1 100.0 90.2 36.7 27.1
0.8 4 0.7 4 33 4 1400 1 3.6 2.8 3 41.8 26.4 12.5 9.2
0.7 4 0.7 2 36 2 1500 1.1 3.8 2.7 8 39.4 23.5 12.0 7.3
0.7 3 0.8 4 34 1 3400 1.4 4.4 3 10 52.3 29.7 15.7 7.5
0.7 2 0.8 3 38 5 2100 1.4 3.4 2.7 2 36.3 22.2 10.9 5.6
0.7 4 0.8 3 19 5 1100 0.8 3.6 2.7 5 84.2 39.0 20.3 11.9
0.7 3 0.8 2 24 6 3100 1.4 4.4 2.9 10 87.0 30.6 18.6 8.0
0.8 2 0.8 3 20 3 1600 0.6 4.8 2.9 7 100.0 36.9 23.2 14.9
0.7 2 0.8 4 40 5 2100 1 5.2 2.7 10 58.1 20.0 15.1 5.4
0.9 3 0.7 4 39 5 3700 1.3 5 2.9 3 57.3 21.8 14.3 7.4
0.9 4 0.8 3 34 2 1800 1.4 4.3 2.8 1 62.9 38.3 17.1 14.0
0.8 3 0.8 2 23 4 2000 0.7 5.3 3 8 100.0 33.5 23.8 12.5
0.8 4 0.9 2 40 4 3800 1 3.9 2.9 1 46.6 32.8 13.3 12.6
0.8 3 0.8 3 36 3 2800 1 3.7 2.8 9 38.9 22.5 11.5 7.9
0.9 4 0.9 3 27 2 1100 1.5 4.4 2.6 10 75.5 29.8 18.1 10.9
0.9 2 0.8 2 20 1 1400 1.2 5 2.5 9 100.0 45.6 26.1 15.5
0.8 3 0.7 2 40 1 2000 0.6 3.1 2.8 7 28.4 25.0 9.2 10.0
0.8 4 0.7 3 38 1 1100 0.8 3.9 2.5 2 45.6 27.3 15.7 9.4
0.8 2 0.8 4 29 3 3100 1.4 4.2 2.9 6 60.5 31.9 18.0 11.1
0.7 2 0.9 2 31 4 2200 0.9 4 2.8 5 55.9 27.1 16.9 6.4
0.8 3 0.7 2 31 1 1000 1.3 5.5 2.7 6 83.9 33.2 21.4 11.2
0.7 2 0.9 4 18 1 1900 1.3 5.8 2.7 1 100.0 66.0 48.1 19.6
0.7 2 0.9 2 24 1 3700 1.2 4.5 2.6 7 98.0 35.6 26.4 11.7
0.9 2 0.8 3 26 2 3100 1.1 5.7 3 10 100.0 39.9 23.9 12.2
0.8 4 0.8 2 28 3 3800 0.6 5.2 2.7 7 93.9 29.9 19.9 8.7
0.7 2 0.9 3 33 5 2000 0.7 3.3 2.7 9 39.2 24.3 12.3 6.4
0.7 3 0.8 4 21 6 1300 0.9 5.7 2.9 1 100.0 57.1 29.1 17.6
0.8 2 0.9 4 17 3 2400 1.5 4 2.9 4 100.0 53.8 28.4 17.3
0.8 2 0.9 3 38 1 3500 0.9 4.5 2.6 6 57.7 26.5 18.1 10.0
0.7 2 0.7 4 20 6 2200 1.2 5.1 2.9 4 100.0 35.1 24.3 10.7
0.8 2 0.8 3 22 5 3200 0.8 3.5 2.9 6 63.4 33.1 16.4 13.0
0.8 2 0.9 2 19 1 2000 0.9 4.2 2.7 7 100.0 55.7 31.7 19.1
0.8 3 0.9 4 17 2 1500 0.8 3.4 2.5 9 93.2 39.5 22.0 10.9
0.7 4 0.9 2 30 3 2600 0.8 3.3 2.5 7 42.3 20.1 13.3 7.9
0.7 4 0.7 4 22 4 1600 1 3.1 2.7 5 51.5 32.4 10.5 10.5
0.8 4 0.9 4 16 6 2400 0.6 5.2 3 8 100.0 46.5 32.7 18.0
0.9 4 0.8 3 22 3 2700 1 3.6 2.6 1 89.0 57.9 18.0 24.2
0.8 2 0.8 3 37 5 2300 1 3.8 2.9 10 40.0 22.8 11.8 8.6
0.8 2 0.8 2 18 3 1100 0.7 5 3 8 100.0 43.1 26.8 16.8
0.9 4 0.8 4 26 6 1000 1.3 4.1 3 6 66.6 35.4 18.4 11.5
0.7 3 0.9 3 16 6 2100 0.6 4.2 2.8 5 100.0 38.9 26.2 10.1
0.9 2 0.8 4 18 3 2900 0.6 5.7 3 4 100.0 56.9 37.2 16.5
0.7 4 0.8 4 26 4 1900 0.7 3.7 2.5 2 61.2 25.6 16.0 8.8
0.9 4 0.7 3 36 1 2900 0.9 6 2.9 10 74.5 28.6 20.6 9.9
0.7 3 0.7 3 21 5 3900 0.6 4.5 2.6 6 98.9 28.1 20.9 9.4
0.9 2 0.9 4 31 3 2100 0.9 3.5 2.6 2 51.1 31.2 14.2 10.3
0.8 4 0.7 2 25 3 2800 1.2 5.3 2.9 6 99.6 32.7 24.0 10.8
0.8 4 0.8 2 20 4 1100 0.8 5.2 2.9 5 100.0 37.5 27.5 13.5
0.8 2 0.7 3 40 4 3900 1 6 2.6 3 77.0 20.2 17.4 7.5
0.8 3 0.8 3 32 6 1200 1.3 5 2.6 8 71.0 25.4 16.3 9.6
0.8 4 0.9 3 38 2 2600 1.3 5.2 2.9 1 83.1 33.1 20.7 12.9
0.7 4 0.7 2 40 3 3300 0.6 4.3 2.9 2 46.2 27.2 14.6 7.9
0.7 3 0.8 2 36 5 2900 1.3 5.6 2.9 7 71.7 22.4 17.4 6.9
0.9 3 0.8 2 32 4 3600 1.4 5.5 2.9 6 87.1 24.7 21.3 8.4
0.8 4 0.8 2 18 1 2100 1.2 4.1 3 1 100.0 95.0 36.2 27.0
0.7 2 0.7 4 36 2 2000 1.4 4.6 2.6 5 53.2 23.3 16.6 7.2
0.7 4 0.8 4 40 6 1700 0.8 4.9 2.5 3 55.9 16.0 13.6 6.3
0.9 3 0.7 4 24 4 2700 0.9 5.2 2.7 10 99.8 31.1 21.7 11.9
0.7 4 0.7 4 23 6 1700 0.6 4.5 2.6 6 91.4 27.5 18.9 10.0
0.9 3 0.7 4 25 6 1700 1 4.7 3 8 87.6 35.9 18.9 12.2
0.8 2 0.7 4 17 3 1300 1 3.5 2.6 9 87.6 40.2 19.9 15.6
0.9 2 0.9 2 40 4 1900 1.3 4.6 2.6 10 52.2 20.8 12.9 7.7
0.8 2 0.9 4 15 4 2600 1 3.1 3 5 97.0 59.6 17.2 17.6
