typicalFacadeGlazingRatio typicalFacadeWindowWidth groundFacadeGlazingRatio groundFacadeWindowWidth buildingDepth balconyWidth atriumArea aspectRatio groundFloorHeight typicalfloorHeight numberLevels groundSDA firstSDA groundASE firstASE
0.9 3 0.8 3 30 5 2800 0.7 3.1 2.9 5 34.8 26.7 10.3 10.2
0.8 4 0.7 3 29 3 2000 0.6 5.5 2.6 8 89.5 26.1 20.2 8.9
0.9 4 0.7 2 26 6 1200 0.9 3.4 2.8 7 48.9 31.1 15.5 12.0
0.7 2 0.8 2 34 2 2500 1 4.5 2.7 10 53.1 24.1 16.3 6.3
0.8 2 0.7 2 37 3 1700 0.7 5.4 2.6 4 62.9 23.0 18.1 9.2
0.7 3 0.9 3 39 3 3900 1.2 3.6 2.6 5 39.8 19.4 11.9 5.2
0.8 2 0.8 2 26 4 1200 0.7 5.1 2.8 9 97.2 30.4 20.2 12.2
0.9 2 0.8 3 21 4 3600 1 5.7 2.7 4 100.0 35.6 30.2 13.2
0.8 2 0.7 4 16 6 2800 1.4 5.8 2.9 6 100.0 40.5 30.3 14.2
0.9 3 0.8 4 38 6 1800 0.5 4.3 2.8 1 49.0 30.8 13.9 14.6
0.8 2 0.8 2 39 1 2200 0.5 3.4 2.7 2 36.2 28.8 14.4 10.8
0.8 3 0.9 3 23 2 2200 0.8 4.7 2.6 8 99.6 39.5 24.2 12.1
0.8 2 0.8 4 21 6 2700 1 4.1 2.6 10 91.7 34.0 20.8 12.7
0.8 3 0.9 3 29 4 1900 1.1 3.4 2.7 7 50.2 26.7 13.7 9.3
0.8 3 0.8 4 15 1 3300 1.5 3.7 2.7 1 100.0 90.7 37.4 24.9
0.7 3 0.8 4 23 5 3700 1 5.6 2.9 9 100.0 30.7 24.8 9.4
0.8 3 0.8 2 19 6 3000 0.6 5.4 2.6 2 100.0 33.8 29.6 14.2
0.8 3 0.8 3 36 3 3400 0.8 4.8 2.8 10 56.2 22.1 14.8 8.6
0.8 3 0.8 4 34 2 3400 1.5 5.7 2.9 1 98.9 34.9 23.4 12.0
0.7 4 0.9 2 39 4 2800 1.1 3.6 2.7 7 36.2 20.7 11.9 6.3
0.9 3 0.8 2 29 5 1800 1.5 5.3 2.7 7 91.3 26.8 20.0 9.7
0.8 2 0.9 3 16 3 3000 0.7 3.9 2.9 5 100.0 55.6 29.7 18.2
0.8 3 0.7 2 21 6 3700 0.7 5 2.9 3 99.9 34.3 22.5 12.6
0.7 4 0.8 3 23 4 2900 1.3 4.8 2.7 8 98.8 30.5 20.2 9.3
0.9 3 0.9 2 37 3 2400 0.8 4.9 2.6 3 67.2 26.8 18.7 9.8
0.8 2 0.9 3 27 1 1500 0.9 4.8 2.9 10 89.1 36.2 19.3 11.7
0.9 4 0.7 3 38 5 1200 1.5 4.8 2.9 3 51.4 23.7 14.6 8.1
0.8 4 0.9 2 32 3 2200 0.7 5.4 2.7 3 94.3 29.7 22.5 8.9
0.8 2 0.7 2 29 2 2800 1.1 3.2 2.8 1 44.1 41.7 12.1 17.5
0.9 2 0.9 4 37 5 3300 1.2 3.6 3 10 38.4 24.2 11.1 8.2
0.7 4 0.8 3 26 6 1800 1 4 2.7 2 67.7 29.1 18.6 9.0
0.9 2 0.9 3 23 6 1300 1.2 4.6 2.8 1 99.8 52.0 21.4 21.4
0.7 4 0.8 2 35 3 1500 0.9 4 2.6 4 46.9 23.2 15.3 7.2
0.7 3 0.9 4 32 5 2200 1 4.8 2.7 9 69.9 24.1 15.8 7.1
0.8 4 0.8 2 39 2 1900 1.3 4.3 2.7 4 47.6 25.7 15.2 8.6
0.8 2 0.9 3 27 3 1800 1.4 3.6 2.8 6 53.3 29.6 14.7 10.6
0.8 4 0.7 2 28 3 2800 1.4 5.5 2.6 10 93.6 25.9 20.9 8.3
0.7 3 0.9 4 24 3 3200 1.4 4 2.8 9 75.4 30.7 18.5 8.0
0.8 2 0.8 4 18 1 2800 0.7 4.3 3 10 99.7 54.9 27.7 17.8
0.8 4 0.8 3 23 1 2000 0.8 3.7 2.9 8 65.1 42.0 19.2 14.0
0.8 4 0.8 3 31 1 1900 0.9 5.4 2.7 8 86.5 35.1 24.5 12.7
0.9 4 0.8 2 24 2 1600 0.9 5.4 3 10 100.0 37.4 24.4 12.7
0.9 4 0.7 2 34 6 2200 1.5 4.8 2.8 6 58.2 23.5 14.0 8.1
0.8 3 0.8 3 19 2 3500 0.9 5.4 2.6 3 100.0 50.3 39.9 13.6
0.7 4 0.9 2 19 3 3000 0.6 5 2.8 9 100.0 36.0 26.9 11.4
0.8 3 0.8 4 37 3 2800 1.4 4.3 2.7 8 45.7 22.0 13.5 8.0
0.8 3 0.8 2 33 2 1600 0.6 4.1 2.6 7 50.7 24.4 16.4 10.1
0.7 3 0.8 3 17 2 2400 1.1 4.5 2.7 9 100.0 49.6 28.0 12.9
0.7 2 0.8 4 31 6 2600 1.1 4.3 2.9 9 56.3 25.0 15.6 6.5
0.8 4 0.7 3 23 4 1900 0.9 4.5 2.8 1 98.1 50.6 23.8 21.8
0.8 4 0.9 4 35 1 2400 0.7 5.1 2.6 3 81.0 31.9 23.2 11.0
0.8 3 0.8 3 19 2 1100 1.4 3.7 2.8 4 88.7 50.2 23.7 15.6
0.8 3 0.7 4 24 2 3900 0.8 3.9 2.9 1 87.8 50.6 20.2 19.3
0.9 3 0.7 2 25 3 3600 1.3 5.5 2.8 2 100.0 41.7 28.9 12.8
0.9 4 0.7 3 26 6 1400 1.4 5.6 2.8 4 99.3 30.3 22.3 10.7
0.9 3 0.8 4 17 5 1100 1.1 5 2.6 3 100.0 41.5 29.0 15.5
0.7 3 0.9 2 40 5 3400 0.8 3.4 2.5 9 36.9 15.2 10.0 5.4
0.8 3 0.9 3 20 5 1600 1.4 4.9 2.7 7 100.0 35.4 22.3 12.3
0.8 4 0.8 3 35 6 2200 0.9 3.1 2.8 5 31.4 23.2 8.5 8.4
0.8 2 0.9 3 23 6 3900 1 5.8 2.6 3 100.0 30.1 29.4 11.7
0.7 4 0.7 4 40 6 2200 0.6 5.2 2.6 8 54.0 17.4 13.6 6.1
0.9 4 0.7 4 33 6 1700 0.9 5.9 2.7 4 86.2 25.0 18.9 9.7
0.7 4 0.7 3 23 6 2600 1.4 5.8 2.8 8 100.0 30.8 23.3 9.0
0.8 4 0.8 2 32 5 1300 1.2 4.4 2.6 4 58.8 25.5 16.5 8.4
0.8 2 0.8 3 31 4 1300 1.4 4.2 2.8 7 53.5 27.2 16.6 9.9
0.7 4 0.7 4 16 1 2800 0.9 4.6 2.9 8 100.0 61.6 34.2 18.7
0.7 3 0.8 3 25 1 3200 1.4 3.9 2.9 1 90.5 51.2 25.4 16.0
0.7 3 0.8 3 23 1 2100 1.2 5.2 2.8 6 100.0 42.9 31.0 12.1
0.8 4 0.9 3 39 2 2800 1.2 4.8 2.9 6 56.4 26.0 15.9 8.7
0.7 3 0.8 4 17 3 2900 1.2 3.4 2.8 5 89.7 51.0 23.2 11.2
0.7 2 0.8 4 19 1 2700 0.5 5.9 2.7 7 100.0 46.2 39.3 16.0
0.8 2 0.9 3 32 6 2600 0.5 4.7 2.5 8 66.9 20.7 15.8 7.6
0.7 2 0.7 3 27 3 2900 0.6 3.1 2.7 4 36.7 33.4 9.3 7.2
0.9 4 0.7 4 18 3 2800 1.1 3.6 2.8 4 90.3 52.6 22.4 14.4
0.9 2 0.8 2 16 6 1800 0.7 3.4 2.9 2 95.8 48.2 22.5 18.3
0.8 3 0.8 3 36 4 2400 0.8 3.7 3 5 39.9 23.9 14.5 9.0
0.9 2 0.8 2 37 4 1200 1.4 5.3 2.8 6 63.8 23.7 17.5 8.6
0.7 2 0.7 2 39 4 3600 0.8 5.6 2.7 4 65.0 20.5 17.2 5.3
0.9 4 0.7 4 30 3 1600 0.8 5.7 2.9 6 90.5 28.8 21.4 10.7
0.9 2 0.9 4 38 3 3300 0.7 3.1 2.8 2 33.7 27.9 10.2 8.9
0.7 3 0.8 3 19 4 3900 0.6 4.3 2.9 8 99.1 33.7 22.4 8.6
0.7 3 0.9 3 27 4 3400 1.2 3.9 2.6 4 63.8 23.7 18.6 7.1
0.9 2 0.8 2 37 2 1500 0.8 5.4 2.9 1 84.5 34.1 22.6 13.2
0.8 2 0.8 4 36 2 2800 1.4 3.9 2.6 8 42.7 24.0 13.4 8.6
0.8 2 0.8 3 40 3 1900 0.9 4 2.6 6 41.4 23.8 13.7 8.1
0.9 2 0.8 2 32 1 1100 0.6 5.7 2.9 1 100.0 40.3 28.9 17.2
0.9 2 0.8 3 40 1 1600 1.4 4.1 2.8 2 47.5 28.0 16.3 10.6
0.8 3 0.8 4 30 3 1200 1 5 2.6 3 85.4 29.9 20.3 9.6
0.9 2 0.8 3 34 6 3100 1 4.1 2.8 9 48.8 23.1 14.1 8.7
0.8 4 0.7 2 19 3 3000 0.8 4.3 2.9 6 98.8 44.6 24.4 13.7
0.9 2 0.9 3 19 5 1500 0.9 4.6 2.6 7 100.0 36.3 23.7 14.5
0.7 4 0.9 4 35 4 2400 1.3 3.3 2.8 1 40.0 33.6 12.9 12.5
0.8 3 0.8 2 22 1 2300 1.4 4.9 2.6 10 99.7 39.8 23.3 14.3
0.7 3 0.7 4 15 4 1200 1 3.7 3 7 99.4 48.2 23.4 15.6
0.7 3 0.7 3 16 6 2400 0.5 3.9 2.9 6 98.5 39.2 19.6 9.9
0.8 2 0.8 2 16 1 1300 1.4 4.3 2.6 4 100.0 62.6 34.7 22.5
0.9 3 0.9 4 37 2 3500 1 4.5 2.8 5 56.6 27.9 16.3 9.2
0.7 3 0.7 3 30 2 1000 1.5 4.7 2.7 3 68.1 32.7 20.3 8.9
0.9 4 0.8 3 18 5 2000 1 4.3 2.9 4 100.0 42.0 25.3 15.1
0.9 2 0.8 2 32 3 3300 0.7 4.9 2.8 4 72.3 29.8 18.6 9.9
0.8 4 0.9 2 39 3 3700 0.6 5.4 2.7 8 64.3 20.2 15.8 7.3
0.7 2 0.8 2 21 2 3200 0.8 5.3 2.6 3 100.0 40.9 36.5 10.7
0.9 4 0.7 4 34 1 2900 1 3.7 2.9 3 45.6 33.0 14.8 12.2
0.9 4 0.8 2 38 3 2900 1.4 5.3 2.9 2 71.6 27.8 19.8 9.1
0.8 4 0.7 3 37 5 1600 0.8 5.8 2.5 3 72.3 21.1 17.7 7.4
0.9 3 0.9 4 15 3 1700 1.2 3.9 2.6 5 100.0 48.3 32.4 16.6
0.8 3 0.7 3 32 5 1800 1.2 5.1 2.6 4 69.7 24.7 17.3 9.3
0.8 4 0.8 4 23 2 2100 0.9 4.4 2.8 6 92.1 40.8 24.6 12.6
0.7 3 0.8 4 34 4 1800 1.3 4.8 2.6 4 64.5 20.5 17.0 6.5
0.8 3 0.7 4 22 5 2300 1.2 5.9 2.7 4 100.0 32.1 28.9 11.1
0.8 3 0.8 2 31 6 3600 0.7 5.6 2.7 5 92.1 24.4 19.2 9.9
0.8 3 0.7 2 19 6 1700 0.9 3.8 2.8 6 86.6 35.9 18.4 13.4
0.7 2 0.7 3 31 6 1100 0.7 3.8 2.9 4 46.2 26.9 13.5 8.3
0.7 3 0.9 2 24 1 2400 1.1 4.3 2.5 2 99.5 37.7 28.5 12.8
0.8 4 0.8 4 28 1 1400 1.1 3.3 2.5 8 46.4 31.6 15.0 10.7
0.8 2 0.8 2 35 4 2000 1.3 3.1 2.9 6 32.7 23.5 8.7 8.6
0.7 2 0.8 2 32 3 3600 0.8 5.8 2.7 10 91.0 23.7 20.1 6.3
0.8 3 0.8 3 20 4 3000 0.7 5.3 2.7 6 100.0 34.0 27.0 13.7
0.8 4 0.8 2 28 6 2700 1.3 3.7 3 10 52.1 27.2 13.4 9.3
0.9 4 0.7 2 32 1 1500 0.5 4.5 3 7 55.0 33.1 17.7 10.6
0.9 4 0.8 3 17 1 3700 1.3 3.3 2.6 7 87.3 57.2 26.9 19.0
0.7 4 0.8 2 33 3 2900 1.2 5.3 2.7 9 74.0 23.3 19.5 7.1
0.8 2 0.8 3 31 3 1500 1.4 5.6 2.7 10 90.3 25.6 19.2 9.2
0.8 4 0.8 4 28 1 2700 1.1 4.1 2.5 3 71.6 32.6 21.1 12.4
0.8 4 0.8 4 22 2 1000 1.2 5.7 2.7 5 100.0 36.7 29.4 12.5
0.8 2 0.8 2 30 5 2100 0.6 3.2 2.8 6 38.2 26.3 11.9 10.6
0.7 4 0.8 2 37 2 1200 0.8 3.2 2.9 3 35.5 30.3 12.8 9.7
0.8 3 0.9 2 25 4 2000 0.8 4.4 2.9 5 88.2 32.0 20.8 11.9
0.8 2 0.8 2 29 5 1500 1.1 4.7 2.6 6 72.8 27.0 17.1 9.9
0.8 2 0.9 2 28 6 1100 0.8 5.7 2.9 1 100.0 43.3 22.7 18.0
0.7 2 0.8 2 36 6 2400 0.6 4.6 2.5 6 53.7 17.1 14.6 5.6
0.7 2 0.8 4 22 3 3100 1.1 4.6 2.9 3 99.6 47.2 26.6 12.9
0.9 4 0.9 2 17 4 2200 1 5.5 2.8 5 100.0 44.2 35.8 15.2
0.8 2 0.9 2 23 1 3300 1.5 4.1 2.8 10 85.1 40.0 21.7 13.3
0.8 2 0.8 3 24 6 1200 0.7 5.7 2.8 4 100.0 32.7 24.6 13.2
0.8 4 0.8 2 34 3 3600 1.4 5.8 2.8 7 86.2 26.1 21.4 9.3
0.8 2 0.8 4 32 6 2400 0.7 4.4 2.9 6 56.4 24.8 15.9 9.8
0.7 2 0.9 2 27 2 2900 0.9 4.6 3 7 83.7 36.0 20.1 10.6
0.7 3 0.9 4 21 1 1700 1.4 4.5 3 4 100.0 51.2 28.8 15.5
0.7 2 0.8 3 23 2 1900 1.3 3.9 2.9 6 71.6 40.1 20.3 12.2
0.9 4 0.9 3 33 3 1100 0.6 3.4 2.9 6 41.7 27.0 12.8 10.4
0.7 4 0.9 2 31 2 2800 1.2 4.8 2.6 5 79.5 26.5 18.9 7.9
0.8 3 0.7 2 29 4 3200 0.5 3.3 2.8 5 40.6 25.2 12.1 10.5
0.8 3 0.8 3 18 6 2100 0.7 5.6 3 7 100.0 41.0 29.5 15.5
0.8 2 0.9 2 34 2 2900 0.9 5.7 2.9 2 99.4 31.8 25.5 11.6
0.8 2 0.9 4 31 4 3100 0.7 3.9 2.9 8 52.7 24.4 15.4 9.7
0.8 3 0.8 3 25 3 2500 0.8 5.9 2.7 9 100.0 29.4 24.4 10.6
0.9 3 0.7 2 17 6 2200 1.4 3.1 2.6 6 68.9 39.4 12.1 14.2
0.7 2 0.8 4 20 1 2500 0.8 3.3 2.9 6 68.3 55.2 23.4 15.0
0.7 3 0.8 2 15 6 3200 1.1 4.8 2.9 5 100.0 44.9 28.1 11.8
0.8 4 0.9 3 18 1 1600 1.1 4.8 2.7 10 100.0 47.0 26.5 12.9
0.8 4 0.7 4 36 3 1700 0.7 4.1 2.6 3 45.8 25.8 14.0 7.7
0.8 2 0.8 3 18 1 3600 1.1 3.1 2.5 1 95.5 64.4 21.1 21.5
0.8 4 0.9 3 31 3 3500 1.1 3.1 2.5 7 39.0 22.3 9.6 8.0
0.9 3 0.8 2 16 4 3200 1.1 3.8 2.5 5 100.0 43.7 22.1 15.5
0.8 4 0.8 4 21 3 1100 1 5.3 3 8 100.0 40.0 27.2 13.5
0.8 3 0.8 3 36 4 1400 0.8 3.1 2.5 6 31.1 19.9 9.0 7.2
0.7 2 0.9 2 32 4 3200 1.2 3.3 2.8 1 45.6 37.6 12.1 14.2
0.9 2 0.8 3 26 1 2800 1 5.3 2.7 3 100.0 44.3 32.7 16.6
0.9 2 0.9 3 26 5 2600 0.9 5.2 2.7 9 100.0 28.7 21.3 11.2
0.8 4 0.7 3 39 4 2400 1.1 3.9 2.9 1 42.4 31.4 12.3 12.2
0.7 4 0.8 4 38 3 1200 1.2 4.4 2.5 5 50.0 17.5 15.7 6.9
0.9 3 0.9 2 26 5 1400 1.2 5.5 2.8 5 100.0 31.0 23.1 11.2
0.8 2 0.9 4 33 3 1200 0.6 3.5 2.5 8 43.5 21.9 12.8 7.1
0.7 3 0.7 3 27 4 1200 0.6 3.4 2.6 7 44.3 24.4 14.4 7.6
0.9 2 0.8 3 39 5 2700 0.9 5.7 2.9 5 68.5 22.3 16.6 8.2
0.8 2 0.8 3 27 2 2400 1.3 4.3 3 7 68.6 37.0 19.6 12.6
0.7 3 0.7 4 15 1 3300 1.2 5.3 2.7 3 100.0 76.8 47.0 20.3
0.7 3 0.8 4 33 1 2700 0.8 6 2.8 5 99.0 30.4 24.9 10.1
0.8 3 0.8 2 26 2 3900 0.6 4.2 2.9 10 67.9 31.5 19.1 11.3
0.9 2 0.7 4 23 1 2200 0.8 4.1 2.8 9 72.2 41.7 21.6 15.8
0.8 3 0.8 4 26 6 3500 1 5.8 2.9 8 100.0 28.4 21.3 10.7
0.9 2 0.8 3 38 3 1700 1.1 5.9 2.7 8 73.1 22.3 17.6 8.4
0.7 2 0.9 2 20 2 2800 1.3 5.8 2.7 5 100.0 44.9 39.9 12.9
0.9 2 0.9 4 33 2 2000 0.5 4.3 2.5 10 56.0 23.7 15.8 10.0
0.9 3 0.7 2 34 6 2300 0.9 5.4 2.7 5 68.5 23.6 17.3 9.0
0.9 3 0.8 2 32 3 1300 0.6 5.8 2.6 8 92.3 25.2 19.1 10.2
0.7 2 0.9 2 21 2 1300 1.4 3.6 2.8 9 74.9 36.1 18.3 10.3
0.8 3 0.7 2 24 6 1200 1.3 5.1 2.5 4 99.4 29.6 20.2 10.6
0.9 3 0.9 2 19 5 1100 0.8 3.9 2.6 1 100.0 61.9 25.5 24.5
0.7 3 0.8 3 28 5 1200 1.1 3.7 2.7 5 53.2 28.5 14.6 7.6
0.8 2 0.7 2 35 6 2500 1.3 5.4 2.7 10 64.6 22.4 16.7 8.3
0.9 2 0.7 2 24 2 2500 1.2 5 2.8 1 100.0 NaN 27.9 NaN
0.8 3 0.8 3 17 6 2200 1 4.8 2.9 3 100.0 40.9 26.7 14.8
0.8 2 0.9 4 29 2 2100 1.5 4.4 2.9 2 83.2 38.9 22.0 12.4
0.7 3 0.7 2 32 6 1400 1.3 3.2 2.7 4 35.9 25.1 9.2 7.2
0.8 4 0.8 2 30 4 2100 1.4 4.1 2.7 8 57.0 26.0 15.8 8.7
0.9 2 0.7 4 35 6 3400 0.7 3.9 2.5 4 43.8 21.9 11.1 8.9
0.8 2 0.8 2 33 3 3600 1.4 6 2.7 1 NaN NaN NaN NaN
0.8 3 0.9 3 17 2 3900 1.3 5.3 2.9 3 100.0 70.0 42.4 19.9
0.8 3 0.8 2 31 1 3500 1.3 4.6 2.6 4 76.9 36.4 23.5 13.6
0.8 4 0.8 2 16 6 3900 1.4 3.9 2.6 1 100.0 77.7 24.3 23.0
0.8 3 0.7 3 26 2 2300 0.9 5.5 2.8 10 99.1 33.7 23.0 11.1
0.7 3 0.7 4 19 5 2500 0.6 5.9 2.6 1 100.0 61.1 32.6 18.8
0.8 3 0.9 4 24 1 2000 1.3 5.7 2.8 1 100.0 50.3 35.3 18.2
0.9 3 0.8 3 36 5 1800 0.8 4.4 2.7 10 51.3 23.2 14.7 9.0
0.8 4 0.8 4 34 1 1600 1 4.8 2.9 9 61.2 29.4 17.4 9.1
0.7 4 0.9 3 22 3 1600 0.8 4.1 2.8 6 93.2 36.4 23.3 11.0
0.9 4 0.7 3 26 4 2500 1.3 4.6 2.9 8 76.0 30.8 17.4 10.4
0.9 3 0.8 3 37 3 3500 1 5.9 2.8 3 95.5 27.2 19.8 8.4
0.7 3 0.7 4 27 6 1600 1.2 5.7 3 3 99.8 NaN 23.2 NaN
0.7 4 0.7 2 28 5 3200 1.4 4.3 2.8 3 65.8 28.0 15.1 8.1
0.9 4 0.8 4 32 4 1600 1.1 4.5 2.8 9 60.3 25.7 15.6 9.4
0.8 4 0.9 2 38 3 3500 0.8 4 2.9 2 50.8 28.2 15.9 8.6
0.9 4 0.9 4 15 6 1400 1.1 5.2 2.6 4 100.0 46.3 34.8 17.9
0.8 3 0.8 2 39 1 2500 1.1 4.2 2.8 8 46.1 26.1 15.0 9.2
0.8 3 0.8 4 22 2 3300 1.1 5.8 2.7 6 100.0 43.7 33.6 15.0
0.8 4 0.9 2 30 2 2200 0.7 5.3 2.8 2 100.0 35.6 27.0 12.8
0.9 4 0.8 2 40 6 2700 1.5 5 3 10 54.8 22.5 12.7 7.3
0.9 4 0.8 4 32 4 3700 0.7 4.4 2.6 5 58.9 23.6 16.2 9.5
0.8 2 0.7 3 40 3 3400 1.4 4.6 2.5 6 46.9 18.6 13.4 6.7
0.8 4 0.7 2 18 2 2000 1.4 6 2.6 9 100.0 40.8 32.4 12.6
0.9 2 0.8 3 29 2 3500 0.8 4.8 2.9 6 80.4 35.0 21.6 12.6
0.8 4 0.9 3 33 3 3900 0.7 4.2 3 1 65.6 38.0 18.0 15.1
0.9 4 0.7 2 18 6 2300 1.4 4.5 2.5 3 100.0 38.5 23.1 13.7
0.8 2 0.8 2 36 2 3900 1.3 4.3 2.6 2 56.6 27.3 16.8 9.6
0.9 4 0.9 3 40 2 3100 1.4 3.4 2.6 6 36.0 25.7 11.5 7.6
0.8 3 0.9 3 28 4 2600 0.7 3.2 2.9 8 44.3 28.2 13.0 10.4
0.9 3 0.8 3 18 4 3600 0.8 4 2.9 7 99.7 43.6 25.3 15.7
0.8 3 0.7 2 40 4 3500 1.2 5.6 2.8 9 58.5 20.1 16.6 7.3
0.8 2 0.9 3 35 4 2400 1.2 3.5 2.6 5 44.0 22.8 12.6 8.1
0.7 2 0.8 4 24 1 1500 1.4 5.6 2.8 10 100.0 35.4 24.1 9.4
0.7 2 0.8 4 16 1 2200 0.7 3.6 2.6 6 99.8 62.1 30.7 18.5
0.8 4 0.7 3 21 2 3700 1.1 4.2 2.7 4 99.6 45.0 22.1 13.8
0.7 4 0.9 4 18 6 2200 1 5.1 2.7 6 100.0 38.6 29.0 11.8
0.7 4 0.7 2 24 6 2400 1.5 3.8 2.9 1 66.4 50.9 15.8 18.5
0.9 3 0.9 3 22 3 3400 1.1 5 2.7 1 100.0 58.5 32.5 23.3
0.9 3 0.8 4 15 5 2400 0.9 5.1 3 7 100.0 54.5 32.3 18.1
0.7 3 0.7 4 26 6 3600 0.6 4.3 2.6 4 67.5 23.2 16.1 7.7
0.7 2 0.7 2 39 3 3000 1.3 3.2 2.7 10 27.1 20.5 6.7 5.3
0.7 4 0.7 3 25 2 3800 0.5 3 2.5 5 44.1 31.2 9.3 7.7
0.8 3 0.8 3 21 4 2100 0.6 3.3 2.8 2 63.6 43.1 17.4 14.2
0.8 4 0.8 2 25 4 1700 0.7 4.9 2.8 9 96.5 30.8 20.2 10.4
0.8 3 0.8 4 21 3 2300 0.8 5.8 2.9 6 100.0 39.0 28.5 13.2
0.9 2 0.8 4 21 1 2600 0.5 3.3 2.7 10 56.8 41.9 16.8 14.7
0.8 2 0.7 3 16 1 3900 1.2 5.4 2.8 2 100.0 89.4 50.2 26.2
0.8 4 0.8 3 33 4 2200 1.2 4.4 2.9 5 56.5 25.1 16.2 8.7
0.8 4 0.8 2 38 5 1700 1.4 5.8 2.7 8 71.3 21.8 16.4 7.3
0.8 2 0.8 3 38 1 1300 1.2 4.2 2.7 1 53.8 31.6 18.5 13.1
0.8 2 0.7 3 37 4 3100 1.2 3.2 2.9 4 32.3 25.5 6.6 7.9
0.8 2 0.7 3 39 3 2500 0.6 3.1 2.7 9 26.1 20.9 7.0 8.3
0.8 2 0.8 4 25 3 2500 0.8 4.2 2.6 1 96.0 46.3 24.2 20.9
0.9 3 0.7 4 19 5 3800 1.4 5.1 2.9 7 100.0 36.2 21.8 12.2
0.7 3 0.8 3 38 4 1300 0.8 5.3 2.6 9 63.2 18.6 16.8 5.7
0.8 4 0.9 4 16 2 1100 0.9 4.6 2.7 2 100.0 64.4 34.7 19.0
0.7 4 0.7 4 33 3 1700 0.8 5.8 2.6 2 97.8 25.1 23.6 7.6
0.7 2 0.8 4 37 5 2400 1.4 4 2.7 3 43.8 22.1 13.0 5.8
0.8 3 0.9 2 25 3 3000 1.2 5.5 2.5 3 100.0 32.7 26.9 11.6
0.8 4 0.9 2 16 5 2000 1 4.4 2.5 3 100.0 40.9 28.6 14.7
0.9 3 0.8 4 26 5 2900 1.5 5.5 2.6 6 100.0 27.8 23.2 10.0
0.9 3 0.8 2 37 3 3200 1.4 4.3 3 10 46.9 24.9 12.7 7.6
0.8 4 0.9 2 35 6 3400 1.2 3.4 2.8 7 41.0 22.4 11.3 7.8
0.7 3 0.8 3 35 4 2800 0.7 3.7 2.5 10 43.0 17.2 11.3 6.2
0.8 3 0.9 4 17 5 2600 0.8 5.9 2.9 2 100.0 50.6 38.1 15.1
0.8 4 0.8 4 25 1 2200 1.1 5.1 2.7 10 99.2 39.8 22.5 13.2
0.9 3 0.7 4 18 6 3800 1 3.6 2.9 6 88.5 41.0 18.5 14.8
0.9 4 0.8 4 16 6 2100 0.6 4.5 2.7 9 100.0 39.8 26.6 16.9
0.8 4 0.8 4 20 1 2700 0.9 5.1 2.9 4 100.0 58.1 35.7 19.5
0.8 4 0.7 2 36 2 3700 0.6 5.3 2.6 8 61.1 22.5 18.3 7.2
0.9 4 0.8 2 23 4 2400 1.4 6 2.6 8 100.0 31.2 25.0 11.1
0.8 3 0.9 4 16 6 3400 0.9 5.7 3 5 100.0 41.9 29.6 15.6
0.8 4 0.9 4 19 3 2200 1 5.2 2.5 6 100.0 41.1 32.2 11.4
0.7 3 0.8 3 23 2 1100 0.7 3.8 2.5 7 69.9 27.1 22.3 8.5
0.7 4 0.8 2 23 1 3500 1.2 4.3 2.6 10 89.4 35.9 26.0 12.5
0.9 4 0.7 4 36 3 1500 0.5 4.3 2.6 7 45.6 22.6 13.3 9.4
0.8 2 0.9 2 27 5 1300 0.9 4.7 2.9 3 89.7 30.6 19.3 11.7
0.8 4 0.9 3 28 4 2400 1.3 5.7 2.9 1 100.0 47.2 24.3 18.5
0.9 2 0.8 4 32 2 2800 1.5 3.3 2.8 9 37.9 26.5 12.0 8.6
0.8 2 0.8 4 22 3 2700 1.4 5.4 3 9 100.0 33.8 23.9 11.6
0.8 3 0.9 2 34 3 3900 1.2 5.8 3 1 100.0 38.7 22.6 14.6
0.7 4 0.8 2 16 3 2800 1.2 3.2 2.9 7 87.1 51.0 20.7 16.6
0.8 4 0.8 3 29 2 3900 1.3 3.2 2.6 6 45.5 32.4 12.3 10.7
0.8 3 0.9 2 32 2 2900 0.6 3.6 2.8 3 48.9 32.2 16.2 12.3
0.8 3 0.9 3 31 2 2800 0.8 5.9 2.9 2 100.0 35.9 27.7 11.7
0.8 4 0.9 2 17 3 2800 1.2 5.6 3 4 100.0 57.7 39.4 17.1
0.7 3 0.7 2 17 4 2100 1 5.6 2.6 8 100.0 34.7 32.4 11.2
0.9 2 0.7 3 22 3 3500 0.7 4 2.7 3 87.7 43.1 20.7 13.7
0.7 3 0.9 3 31 6 3300 0.8 3.6 2.7 2 51.8 24.6 12.3 6.8
0.8 4 0.8 3 23 1 2600 1.2 3.7 2.6 5 72.6 46.3 23.8 13.9
0.8 4 0.7 2 28 4 1700 1.3 5.6 2.7 10 96.6 27.5 20.8 9.5
0.7 3 0.8 3 33 6 3100 0.8 4.9 2.7 6 65.5 23.5 15.3 6.0
0.8 3 0.7 3 30 1 1600 0.5 4.8 2.9 5 66.8 33.5 21.1 11.4
0.8 2 0.8 4 17 2 2400 1.3 3.7 2.5 1 100.0 67.7 30.0 26.2
0.7 2 0.8 2 18 3 2400 1.3 5.5 2.6 9 100.0 34.1 29.5 10.3
0.8 2 0.8 2 36 5 2700 0.9 3.5 2.9 1 41.3 33.9 11.4 13.0
0.9 2 0.9 2 26 3 2200 1.3 4.5 2.7 6 86.7 30.6 20.0 10.7
